RNCMPT00001 0.7055214723926381 0.73 0.6
RNCMPT00725 0.6073619631901841 0.7 0.7
RNCMPT00259 0.0 0.0 0.0
RNCMPT00217 0.03067484662576687 0.02 0.0
RNCMPT00054 0.6993865030674846 0.63 0.3
RNCMPT00683 0.7852760736196319 0.82 0.8
RNCMPT00119 0.39263803680981596 0.43 0.2
RNCMPT00372 0.006134969325153374 0.0 0.0
RNCMPT00392 0.012269938650306749 0.0 0.0
RNCMPT00169 0.5276073619631901 0.52 0.5
RNCMPT00138 0.4049079754601227 0.36 0.1
RNCMPT00346 0.0 0.0 0.0
RNCMPT00003 0.6687116564417178 0.69 0.5
RNCMPT00403 0.06748466257668712 0.07 0.0
RNCMPT00306 0.4171779141104294 0.4 0.2
RNCMPT00774 0.018404907975460124 0.01 0.0
RNCMPT00422 0.12883435582822086 0.14 0.0
RNCMPT00185 0.7116564417177914 0.67 0.5
RNCMPT00058 0.6503067484662577 0.62 0.3
RNCMPT00828 0.09815950920245399 0.09 0.0
RNCMPT00061 0.147239263803681 0.13 0.0
RNCMPT00016 0.5153374233128835 0.51 0.2
RNCMPT00142 0.4785276073619632 0.44 0.1
RNCMPT00790 0.17177914110429449 0.2 0.1
RNCMPT00794 0.3067484662576687 0.23 0.0
RNCMPT00149 0.0 0.0 0.0
RNCMPT00478 0.2085889570552147 0.13 0.0
RNCMPT00511 0.6012269938650306 0.57 0.6
RNCMPT00215 0.8404907975460123 0.84 0.7
RNCMPT00224 0.0 0.0 0.0
RNCMPT00272 0.5766871165644172 0.47 0.2
RNCMPT00235 0.024539877300613498 0.01 0.0
RNCMPT00197 0.0 0.0 0.0
RNCMPT00238 0.7730061349693251 0.67 0.6
RNCMPT00698 0.6748466257668712 0.67 0.5
RNCMPT00167 0.9693251533742331 0.9 1.0
RNCMPT00344 0.5521472392638037 0.51 0.4
RNCMPT00510 0.901840490797546 0.92 0.5
RNCMPT01672 0.6932515337423313 0.64 0.5
RNCMPT00685 0.05521472392638037 0.02 0.0
RNCMPT00325 0.6748466257668712 0.66 0.6
RNCMPT00743 0.04294478527607362 0.02 0.0
RNCMPT00241 0.7361963190184049 0.72 0.6
RNCMPT00323 0.4662576687116564 0.63 0.9
RNCMPT00351 0.006134969325153374 0.0 0.0
RNCMPT00037 0.1901840490797546 0.09 0.0
RNCMPT00127 0.6503067484662577 0.62 0.3
RNCMPT00093 0.6503067484662577 0.61 0.4
RNCMPT00278 0.588957055214724 0.56 0.4
RNCMPT00031 0.17177914110429449 0.13 0.0
RNCMPT00166 0.8098159509202454 0.73 0.8
RNCMPT00200 0.1901840490797546 0.15 0.0
RNCMPT00139 0.7914110429447853 0.8 0.2
RNCMPT00171 0.5521472392638037 0.54 0.1
RNCMPT00010 0.25766871165644173 0.23 0.0
RNCMPT00347 0.012269938650306749 0.01 0.0
RNCMPT00808 0.7791411042944786 0.74 0.7
RNCMPT00262 0.7484662576687117 0.68 0.5
RNCMPT00017 0.7607361963190185 0.79 0.7
RNCMPT00370 0.6319018404907976 0.59 0.2
RNCMPT00186 0.7361963190184049 0.73 0.4
RNCMPT00800 0.12269938650306748 0.11 0.1
RNCMPT00025 0.9693251533742331 0.9 1.0
RNCMPT00120 0.8159509202453987 0.84 0.9
RNCMPT01674 0.6809815950920245 0.7 0.4
RNCMPT00034 0.7116564417177914 0.67 0.5
RNCMPT00399 0.006134969325153374 0.0 0.0
RNCMPT00064 0.018404907975460124 0.01 0.0
RNCMPT00749 0.7975460122699386 0.71 0.2
RNCMPT00015 0.25766871165644173 0.16 0.0
RNCMPT00165 0.6932515337423313 0.64 0.5
RNCMPT00011 0.0 0.0 0.0
RNCMPT00723 0.4723926380368098 0.41 0.4
RNCMPT00630 0.34355828220858897 0.29 0.1
RNCMPT00761 0.8895705521472392 0.84 0.6
RNCMPT00053 0.34355828220858897 0.29 0.1
RNCMPT00707 0.03680981595092025 0.04 0.0
RNCMPT00838 0.0 0.0 0.0
RNCMPT00026 0.4233128834355828 0.35 0.0
RNCMPT00220 0.25766871165644173 0.2 0.0
RNCMPT00279 0.6625766871165644 0.58 0.6
RNCMPT00069 0.49693251533742333 0.51 0.2
RNCMPT00801 0.2822085889570552 0.3 0.5
RNCMPT00482 0.6073619631901841 0.7 0.7
RNCMPT00202 0.0 0.0 0.0
RNCMPT00762 0.6809815950920245 0.62 0.8
RNCMPT00040 0.9141104294478528 0.94 0.9
RNCMPT00152 0.7361963190184049 0.74 0.4
RNCMPT00461 0.4723926380368098 0.44 0.0
RNCMPT00468 0.31901840490797545 0.33 0.3
RNCMPT00129 0.26380368098159507 0.26 0.3
RNCMPT00141 0.0 0.0 0.0
RNCMPT00694 0.0 0.0 0.0
RNCMPT00474 0.5153374233128835 0.51 0.2
RNCMPT00735 0.6441717791411042 0.66 0.8
RNCMPT00147 0.4171779141104294 0.41 0.0
RNCMPT00289 0.6809815950920245 0.7 0.2
RNCMPT00012 0.7791411042944786 0.79 0.6
RNCMPT00676 0.5828220858895705 0.56 0.3
RNCMPT00268 0.4171779141104294 0.4 0.2
RNCMPT00170 0.0 0.0 0.0
RNCMPT00732 0.06134969325153374 0.0 0.0
RNCMPT00145 0.8588957055214724 0.88 0.6
RNCMPT00819 0.09815950920245399 0.09 0.0
RNCMPT00023 0.8098159509202454 0.83 0.7
RNCMPT00261 0.6134969325153374 0.67 0.2
RNCMPT00022 0.8098159509202454 0.83 0.7
RNCMPT00060 0.31901840490797545 0.27 0.2
RNCMPT00431 0.0736196319018405 0.03 0.0
RNCMPT00505 0.0 0.0 0.0
RNCMPT00252 0.5828220858895705 0.58 0.5
RNCMPT00791 0.0 0.0 0.0
RNCMPT00156 0.588957055214724 0.56 0.4
RNCMPT00718 0.26380368098159507 0.34 0.6
RNCMPT00425 0.5153374233128835 0.62 0.6
RNCMPT00265 0.03680981595092025 0.02 0.0
RNCMPT00324 0.03067484662576687 0.03 0.0
RNCMPT00713 0.31901840490797545 0.23 0.3
RNCMPT00177 0.024539877300613498 0.01 0.0
RNCMPT00830 0.7668711656441718 0.81 0.8
RNCMPT00043 0.8282208588957055 0.85 0.7
RNCMPT00020 0.38650306748466257 0.34 0.0
RNCMPT00234 0.3558282208588957 0.32 0.2
RNCMPT00862 0.20245398773006135 0.16 0.0
RNCMPT00076 0.7300613496932515 0.68 0.5
RNCMPT01667 0.7361963190184049 0.68 0.5
RNCMPT00509 0.006134969325153374 0.0 0.0
RNCMPT00148 0.3987730061349693 0.36 0.2
RNCMPT00253 0.6748466257668712 0.65 0.5
RNCMPT00251 0.0 0.0 0.0
RNCMPT00178 0.4723926380368098 0.48 0.3
RNCMPT00137 0.3558282208588957 0.25 0.2
RNCMPT00004 0.8098159509202454 0.73 0.8
RNCMPT00813 0.17177914110429449 0.15 0.0
RNCMPT00018 0.0 0.0 0.0
RNCMPT00792 0.06134969325153374 0.06 0.0
RNCMPT00341 0.44785276073619634 0.53 0.3
RNCMPT00033 0.6625766871165644 0.58 0.7
RNCMPT00342 0.012269938650306749 0.0 0.0
RNCMPT00717 0.06134969325153374 0.0 0.0
RNCMPT00419 0.754601226993865 0.73 0.8
RNCMPT00230 0.37423312883435583 0.43 0.6
RNCMPT00007 0.0 0.0 0.0
RNCMPT00118 0.25766871165644173 0.29 0.7
RNCMPT00507 0.5153374233128835 0.5 0.1
RNCMPT00751 0.36809815950920244 0.3 0.5
RNCMPT00078 0.3067484662576687 0.29 0.2
RNCMPT00258 0.0 0.0 0.0
RNCMPT00203 0.5153374233128835 0.5 0.1
RNCMPT00163 0.38650306748466257 0.32 0.1
RNCMPT00350 0.11042944785276074 0.04 0.0
RNCMPT00155 0.588957055214724 0.65 0.4
RNCMPT00246 0.27607361963190186 0.26 0.3
RNCMPT00514 0.12269938650306748 0.09 0.0
RNCMPT00059 0.0 0.0 0.0
RNCMPT01687 0.25766871165644173 0.2 0.1
RNCMPT00716 0.5828220858895705 0.58 0.5
RNCMPT00239 0.7361963190184049 0.73 0.4
RNCMPT00183 0.6319018404907976 0.67 0.6
RNCMPT00153 0.588957055214724 0.65 0.4
RNCMPT00712 0.15950920245398773 0.11 0.3
RNCMPT00126 0.49693251533742333 0.49 0.1
RNCMPT00228 0.7791411042944786 0.82 0.8
RNCMPT00380 0.5276073619631901 0.45 0.1
RNCMPT00067 0.2822085889570552 0.21 0.2
RNCMPT00263 0.20245398773006135 0.16 0.0
RNCMPT00394 0.6625766871165644 0.58 0.6
RNCMPT00172 0.6625766871165644 0.58 0.7
RNCMPT00364 0.0 0.0 0.0
RNCMPT00032 0.6196319018404908 0.58 0.2
RNCMPT00475 0.1901840490797546 0.14 0.1
RNCMPT00218 0.0 0.0 0.0
RNCMPT01660 0.6993865030674846 0.79 0.8
RNCMPT00072 0.26380368098159507 0.23 0.2
RNCMPT00287 0.4049079754601227 0.36 0.1
RNCMPT00820 0.901840490797546 0.88 0.8
RNCMPT00144 0.0 0.0 0.0
RNCMPT00005 0.8466257668711656 0.77 0.9
RNCMPT00814 0.6134969325153374 0.53 0.1
RNCMPT00816 0.3803680981595092 0.31 0.0
