# Schizosaccharomyces_pombe Neurospora_crassa Trichoderma_virens Aspergillus_nidulans Saccharomyces_cerevisiae Lepisosteus_oculatus Tetraodon_nigroviridis Gadus_morhua Danio_rerio Latimeria_chalumnae Xenopus_tropicalis Gallus_gallus Tyto_alba Geospiza_fortis Monodelphis_domestica Canis_familiaris Mus_musculus Macaca_mulatta Homo_sapiens Apis_mellifera Aedes_aegypti Anopheles_gambiae Musca_domestica Drosophila_melanogaster Drosophila_ananassae Trichuris_suis Ascaris_suum Caenorhabditis_elegans Caenorhabditis_briggsae Pristionchus_pacificus Ostreococcus_tauri Micromonas_pusilla Physcomitrella_patens Selaginella_moellendorffii Oryza_sativa Zea_mays Arabidopsis_thaliana Arabidopsis_lyrata Cannabis_sativa Aquilegia_coerulea Amborella_trichopoda Naegleria_gruberi Trichomonas_vaginalis Trypanosoma_brucei Leishmania_major Plasmodium_vivax Plasmodium_falciparum Pythium_ultimum Phytophthora_ramorum Albugo_laibachii Aureococcus_anophagefferens Phaeodactylum_tricornutum Thalassiosira_pseudonana
1.105059155559999908e+03 1.105059155559999908e+03 1.105059155559999908e+03 1.105059155559999908e+03 1.105059155559999908e+03 7.965556478299999981e+02 7.965556478349999452e+02 7.965556478349999452e+02 7.965556478349999452e+02 7.965556478299999981e+02 7.965556478299999981e+02 7.965556478250000509e+02 7.965556478250000509e+02 7.965556478250000509e+02 7.965556478299999981e+02 7.965556478299999981e+02 7.965556478299999981e+02 7.965556478299999981e+02 7.965556478299999981e+02 3.250569865600000412e+02 0.000000000000000000e+00 1.900000000000000000e+02 2.720000000000000000e+02 2.720000000000000000e+02 2.720000000000000000e+02 7.430000000000000000e+02 7.430000000000000000e+02 7.430000000000001137e+02 7.430000000000001137e+02 7.430000000000000000e+02 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.660000000000000000e+03 1.660000000000000000e+03 1.660000000000000000e+03 1.660000000000000000e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03
1.105059155559999908e+03 1.105059155559999908e+03 1.105059155559999908e+03 1.105059155559999908e+03 1.105059155559999908e+03 7.965556478299999981e+02 7.965556478349999452e+02 7.965556478349999452e+02 7.965556478349999452e+02 7.965556478299999981e+02 7.965556478299999981e+02 7.965556478250000509e+02 7.965556478250000509e+02 7.965556478250000509e+02 7.965556478299999981e+02 7.965556478299999981e+02 7.965556478299999981e+02 7.965556478299999981e+02 7.965556478299999981e+02 3.250569865600000412e+02 1.900000000000000000e+02 0.000000000000000000e+00 2.720000000000000000e+02 2.720000000000000000e+02 2.720000000000000000e+02 7.430000000000000000e+02 7.430000000000000000e+02 7.430000000000001137e+02 7.430000000000001137e+02 7.430000000000000000e+02 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.660000000000000000e+03 1.660000000000000000e+03 1.660000000000000000e+03 1.660000000000000000e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03
1.105059155559999908e+03 1.105059155559999908e+03 1.105059155559999908e+03 1.105059155559999908e+03 1.105059155559999908e+03 7.965556478299999981e+02 7.965556478349999452e+02 7.965556478349999452e+02 7.965556478349999452e+02 7.965556478299999981e+02 7.965556478299999981e+02 7.965556478250000509e+02 7.965556478250000509e+02 7.965556478250000509e+02 7.965556478299999981e+02 7.965556478299999981e+02 7.965556478299999981e+02 7.965556478299999981e+02 7.965556478299999981e+02 3.250569865600000412e+02 2.720000000000000000e+02 2.720000000000000000e+02 0.000000000000000000e+00 1.320000000000000000e+02 1.320000000000000000e+02 7.430000000000000000e+02 7.430000000000000000e+02 7.430000000000001137e+02 7.430000000000001137e+02 7.430000000000000000e+02 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.660000000000000000e+03 1.660000000000000000e+03 1.660000000000000000e+03 1.660000000000000000e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03
1.105059155559999908e+03 1.105059155559999908e+03 1.105059155559999908e+03 1.105059155559999908e+03 1.105059155559999908e+03 7.965556478299999981e+02 7.965556478349999452e+02 7.965556478349999452e+02 7.965556478349999452e+02 7.965556478299999981e+02 7.965556478299999981e+02 7.965556478250000509e+02 7.965556478250000509e+02 7.965556478250000509e+02 7.965556478299999981e+02 7.965556478299999981e+02 7.965556478299999981e+02 7.965556478299999981e+02 7.965556478299999981e+02 3.250569865600000412e+02 2.720000000000000000e+02 2.720000000000000000e+02 1.320000000000000000e+02 0.000000000000000000e+00 3.386362599999999645e+01 7.430000000000000000e+02 7.430000000000000000e+02 7.430000000000001137e+02 7.430000000000001137e+02 7.430000000000000000e+02 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.660000000000000000e+03 1.660000000000000000e+03 1.660000000000000000e+03 1.660000000000000000e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03
1.105059155559999908e+03 1.105059155559999908e+03 1.105059155559999908e+03 1.105059155559999908e+03 1.105059155559999908e+03 7.965556478299999981e+02 7.965556478349999452e+02 7.965556478349999452e+02 7.965556478349999452e+02 7.965556478299999981e+02 7.965556478299999981e+02 7.965556478250000509e+02 7.965556478250000509e+02 7.965556478250000509e+02 7.965556478299999981e+02 7.965556478299999981e+02 7.965556478299999981e+02 7.965556478299999981e+02 7.965556478299999981e+02 3.250569865600000412e+02 2.720000000000000000e+02 2.720000000000000000e+02 1.320000000000000000e+02 3.386362599999999645e+01 0.000000000000000000e+00 7.430000000000000000e+02 7.430000000000000000e+02 7.430000000000001137e+02 7.430000000000001137e+02 7.430000000000000000e+02 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.660000000000000000e+03 1.660000000000000000e+03 1.660000000000000000e+03 1.660000000000000000e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03
1.105059155559999908e+03 1.105059155559999908e+03 1.105059155559999908e+03 1.105059155559999908e+03 1.105059155559999908e+03 7.965556478299999981e+02 7.965556478349999452e+02 7.965556478349999452e+02 7.965556478349999452e+02 7.965556478299999981e+02 7.965556478299999981e+02 7.965556478250000509e+02 7.965556478250000509e+02 7.965556478250000509e+02 7.965556478299999981e+02 7.965556478299999981e+02 7.965556478299999981e+02 7.965556478299999981e+02 7.965556478299999981e+02 7.430000000000000000e+02 7.430000000000000000e+02 7.430000000000000000e+02 7.430000000000000000e+02 7.430000000000000000e+02 7.430000000000000000e+02 0.000000000000000000e+00 4.282792999999999779e+02 4.282792999999999779e+02 4.282792999999999779e+02 4.282792999999999779e+02 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.660000000000000000e+03 1.660000000000000000e+03 1.660000000000000000e+03 1.660000000000000000e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03
1.105059155559999908e+03 1.105059155559999908e+03 1.105059155559999908e+03 1.105059155559999908e+03 1.105059155559999908e+03 7.965556478299999981e+02 7.965556478349999452e+02 7.965556478349999452e+02 7.965556478349999452e+02 7.965556478299999981e+02 7.965556478299999981e+02 7.965556478250000509e+02 7.965556478250000509e+02 7.965556478250000509e+02 7.965556478299999981e+02 7.965556478299999981e+02 7.965556478299999981e+02 7.965556478299999981e+02 7.965556478299999981e+02 7.430000000000000000e+02 7.430000000000000000e+02 7.430000000000000000e+02 7.430000000000000000e+02 7.430000000000000000e+02 7.430000000000000000e+02 4.282792999999999779e+02 0.000000000000000000e+00 2.407402999999999906e+02 2.407402999999999906e+02 2.407402999999999906e+02 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.660000000000000000e+03 1.660000000000000000e+03 1.660000000000000000e+03 1.660000000000000000e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03
1.105059155559999908e+03 1.105059155559999908e+03 1.105059155559999908e+03 1.105059155559999908e+03 1.105059155559999908e+03 7.965556478299999981e+02 7.965556478349999452e+02 7.965556478349999452e+02 7.965556478349999452e+02 7.965556478299999981e+02 7.965556478299999981e+02 7.965556478250000509e+02 7.965556478250000509e+02 7.965556478250000509e+02 7.965556478299999981e+02 7.965556478299999981e+02 7.965556478299999981e+02 7.965556478299999981e+02 7.965556478299999981e+02 7.430000000000001137e+02 7.430000000000001137e+02 7.430000000000001137e+02 7.430000000000001137e+02 7.430000000000001137e+02 7.430000000000001137e+02 4.282792999999999779e+02 2.407402999999999906e+02 0.000000000000000000e+00 6.020000000000000284e+01 1.806530000000000200e+02 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.660000000000000000e+03 1.660000000000000000e+03 1.660000000000000000e+03 1.660000000000000000e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03
1.105059155559999908e+03 1.105059155559999908e+03 1.105059155559999908e+03 1.105059155559999908e+03 1.105059155559999908e+03 7.965556478299999981e+02 7.965556478349999452e+02 7.965556478349999452e+02 7.965556478349999452e+02 7.965556478299999981e+02 7.965556478299999981e+02 7.965556478250000509e+02 7.965556478250000509e+02 7.965556478250000509e+02 7.965556478299999981e+02 7.965556478299999981e+02 7.965556478299999981e+02 7.965556478299999981e+02 7.965556478299999981e+02 7.430000000000001137e+02 7.430000000000001137e+02 7.430000000000001137e+02 7.430000000000001137e+02 7.430000000000001137e+02 7.430000000000001137e+02 4.282792999999999779e+02 2.407402999999999906e+02 6.020000000000000284e+01 0.000000000000000000e+00 1.806530000000000200e+02 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.660000000000000000e+03 1.660000000000000000e+03 1.660000000000000000e+03 1.660000000000000000e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03
1.105059155559999908e+03 1.105059155559999908e+03 1.105059155559999908e+03 1.105059155559999908e+03 1.105059155559999908e+03 7.965556478299999981e+02 7.965556478349999452e+02 7.965556478349999452e+02 7.965556478349999452e+02 7.965556478299999981e+02 7.965556478299999981e+02 7.965556478250000509e+02 7.965556478250000509e+02 7.965556478250000509e+02 7.965556478299999981e+02 7.965556478299999981e+02 7.965556478299999981e+02 7.965556478299999981e+02 7.965556478299999981e+02 7.430000000000000000e+02 7.430000000000000000e+02 7.430000000000000000e+02 7.430000000000000000e+02 7.430000000000000000e+02 7.430000000000000000e+02 4.282792999999999779e+02 2.407402999999999906e+02 1.806530000000000200e+02 1.806530000000000200e+02 0.000000000000000000e+00 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.660000000000000000e+03 1.660000000000000000e+03 1.660000000000000000e+03 1.660000000000000000e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03
1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899994999974e+03 1.495763899994999974e+03 1.495763899994999974e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 0.000000000000000000e+00 4.430929699999999798e+02 1.160000000000000000e+03 1.160000000000000000e+03 1.160000000000000000e+03 1.160000000000000000e+03 1.160000000004999947e+03 1.160000000004999947e+03 1.160000000004999947e+03 1.160000000004999947e+03 1.160000000004999947e+03 1.660000000000000000e+03 1.660000000000000000e+03 1.660000000000000000e+03 1.660000000000000000e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03
1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899994999974e+03 1.495763899994999974e+03 1.495763899994999974e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 4.430929699999999798e+02 0.000000000000000000e+00 1.160000000000000000e+03 1.160000000000000000e+03 1.160000000000000000e+03 1.160000000000000000e+03 1.160000000004999947e+03 1.160000000004999947e+03 1.160000000004999947e+03 1.160000000004999947e+03 1.160000000004999947e+03 1.660000000000000000e+03 1.660000000000000000e+03 1.660000000000000000e+03 1.660000000000000000e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03
1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899994999974e+03 1.495763899994999974e+03 1.495763899994999974e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.160000000000000000e+03 1.160000000000000000e+03 0.000000000000000000e+00 5.322919120000000248e+02 5.322919120000000248e+02 5.322919120000000248e+02 5.322919120049999719e+02 5.322919120049999719e+02 5.322919120049999719e+02 5.322919120049999719e+02 5.322919120049999719e+02 1.660000000000000000e+03 1.660000000000000000e+03 1.660000000000000000e+03 1.660000000000000000e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03
1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899994999974e+03 1.495763899994999974e+03 1.495763899994999974e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.160000000000000000e+03 1.160000000000000000e+03 5.322919120000000248e+02 0.000000000000000000e+00 4.312513963600000011e+02 4.312513963600000011e+02 4.312513963650000051e+02 4.312513963650000051e+02 4.312513963650000051e+02 4.312513963650000051e+02 4.312513963650000051e+02 1.660000000000000000e+03 1.660000000000000000e+03 1.660000000000000000e+03 1.660000000000000000e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03
1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899994999974e+03 1.495763899994999974e+03 1.495763899994999974e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.160000000000000000e+03 1.160000000000000000e+03 5.322919120000000248e+02 4.312513963600000011e+02 0.000000000000000000e+00 4.960000000000000142e+01 1.604771272549999992e+02 1.604771272549999992e+02 1.604771272549999992e+02 1.604771272549999992e+02 1.808857055750000029e+02 1.660000000000000000e+03 1.660000000000000000e+03 1.660000000000000000e+03 1.660000000000000000e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03
1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899994999974e+03 1.495763899994999974e+03 1.495763899994999974e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.160000000000000000e+03 1.160000000000000000e+03 5.322919120000000248e+02 4.312513963600000011e+02 4.960000000000000142e+01 0.000000000000000000e+00 1.604771272549999992e+02 1.604771272549999992e+02 1.604771272549999992e+02 1.604771272549999992e+02 1.808857055750000029e+02 1.660000000000000000e+03 1.660000000000000000e+03 1.660000000000000000e+03 1.660000000000000000e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03 1.768417840000000069e+03
1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900009999816e+03 1.495763900009999816e+03 1.495763900009999816e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.160000000004999947e+03 1.160000000004999947e+03 5.322919120049999719e+02 4.312513963650000051e+02 1.604771272549999992e+02 1.604771272549999992e+02 0.000000000000000000e+00 7.115983329999999718e+00 1.060000000000000000e+02 1.279165249300000085e+02 1.808857055800000069e+02 1.660000000004999947e+03 1.660000000004999947e+03 1.660000000004999947e+03 1.660000000004999947e+03 1.768417840005000016e+03 1.768417840005000016e+03 1.768417840005000016e+03 1.768417840005000016e+03 1.768417840005000016e+03 1.768417840005000016e+03 1.768417840005000016e+03 1.768417840005000016e+03
1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900009999816e+03 1.495763900009999816e+03 1.495763900009999816e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.160000000004999947e+03 1.160000000004999947e+03 5.322919120049999719e+02 4.312513963650000051e+02 1.604771272549999992e+02 1.604771272549999992e+02 7.115983329999999718e+00 0.000000000000000000e+00 1.060000000000000000e+02 1.279165249300000085e+02 1.808857055800000069e+02 1.660000000004999947e+03 1.660000000004999947e+03 1.660000000004999947e+03 1.660000000004999947e+03 1.768417840005000016e+03 1.768417840005000016e+03 1.768417840005000016e+03 1.768417840005000016e+03 1.768417840005000016e+03 1.768417840005000016e+03 1.768417840005000016e+03 1.768417840005000016e+03
1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900009999816e+03 1.495763900009999816e+03 1.495763900009999816e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.160000000004999947e+03 1.160000000004999947e+03 5.322919120049999719e+02 4.312513963650000051e+02 1.604771272549999992e+02 1.604771272549999992e+02 1.060000000000000000e+02 1.060000000000000000e+02 0.000000000000000000e+00 1.279165249300000085e+02 1.808857055800000069e+02 1.660000000004999947e+03 1.660000000004999947e+03 1.660000000004999947e+03 1.660000000004999947e+03 1.768417840005000016e+03 1.768417840005000016e+03 1.768417840005000016e+03 1.768417840005000016e+03 1.768417840005000016e+03 1.768417840005000016e+03 1.768417840005000016e+03 1.768417840005000016e+03
1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900009999816e+03 1.495763900009999816e+03 1.495763900009999816e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.160000000004999947e+03 1.160000000004999947e+03 5.322919120049999719e+02 4.312513963650000051e+02 1.604771272549999992e+02 1.604771272549999992e+02 1.279165249300000085e+02 1.279165249300000085e+02 1.279165249300000085e+02 0.000000000000000000e+00 1.808857055800000069e+02 1.660000000004999947e+03 1.660000000004999947e+03 1.660000000004999947e+03 1.660000000004999947e+03 1.768417840005000016e+03 1.768417840005000016e+03 1.768417840005000016e+03 1.768417840005000016e+03 1.768417840005000016e+03 1.768417840005000016e+03 1.768417840005000016e+03 1.768417840005000016e+03
1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900009999816e+03 1.495763900009999816e+03 1.495763900009999816e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763899999999921e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.495763900004999869e+03 1.160000000004999947e+03 1.160000000004999947e+03 5.322919120049999719e+02 4.312513963650000051e+02 1.808857055750000029e+02 1.808857055750000029e+02 1.808857055800000069e+02 1.808857055800000069e+02 1.808857055800000069e+02 1.808857055800000069e+02 0.000000000000000000e+00 1.660000000004999947e+03 1.660000000004999947e+03 1.660000000004999947e+03 1.660000000004999947e+03 1.768417840005000016e+03 1.768417840005000016e+03 1.768417840005000016e+03 1.768417840005000016e+03 1.768417840005000016e+03 1.768417840005000016e+03 1.768417840005000016e+03 1.768417840005000016e+03
