RNCMPT00001 RNCMPT00291 0.9892060794022839
RNCMPT00725 RNCMPT00071 0.88176178491782
RNCMPT00259 RNCMPT00232 0.6259875495414177
RNCMPT00217 RNCMPT00763 0.5661636662307137
RNCMPT00054 RNCMPT00001 0.8751541261388256
RNCMPT00683 RNCMPT01664 0.9703258699667768
RNCMPT00119 RNCMPT00165 0.8391603957153709
RNCMPT00372 RNCMPT00368 0.8262308023586142
RNCMPT00392 RNCMPT00263 0.7585011306616772
RNCMPT00169 RNCMPT00034 0.874689556034193
RNCMPT00138 RNCMPT00021 0.5703719105343188
RNCMPT00346 RNCMPT00181 0.5353146277727753
RNCMPT00003 RNCMPT00081 0.8241951676846689
RNCMPT00403 RNCMPT00232 0.5873818082271912
RNCMPT00306 RNCMPT00268 0.9517650855540064
RNCMPT00774 RNCMPT00064 0.8434133105645804
RNCMPT00422 RNCMPT00245 0.8525116045142269
RNCMPT00185 RNCMPT00034 0.9014977087776326
RNCMPT00058 RNCMPT01680 0.9203078141422351
RNCMPT00828 RNCMPT00819 0.8063055724796407
RNCMPT00061 RNCMPT00058 0.6928521826549368
RNCMPT00016 RNCMPT00474 0.9576393151107236
RNCMPT00142 RNCMPT00034 0.9306717845611091
RNCMPT00790 RNCMPT00263 0.8404106890283519
RNCMPT00794 RNCMPT00126 0.721686001289339
RNCMPT00149 RNCMPT01677 0.6734227393865019
RNCMPT00478 RNCMPT00360 0.556183597171606
RNCMPT00511 RNCMPT00043 0.9457276127667223
RNCMPT00215 RNCMPT00239 0.9540369522230701
RNCMPT00224 RNCMPT00232 0.9570675075027544
RNCMPT00272 RNCMPT00022 0.8881052344641427
RNCMPT00235 RNCMPT00010 0.648469682549176
RNCMPT00197 RNCMPT00461 0.7082264772520412
RNCMPT00238 RNCMPT00476 0.8960129189803556
RNCMPT00698 RNCMPT00364 0.4366737581785346
RNCMPT00167 RNCMPT00025 0.9586110757875124
RNCMPT00344 RNCMPT00131 0.715489399802717
RNCMPT00510 RNCMPT00071 0.9157926383688587
RNCMPT01672 RNCMPT00165 0.9405647534307016
RNCMPT00685 RNCMPT00466 0.771627020042947
RNCMPT00325 RNCMPT00461 0.8869162093397235
RNCMPT00743 RNCMPT00018 0.6452433336978773
RNCMPT00241 RNCMPT00805 0.9779817575170551
RNCMPT00323 RNCMPT00301 0.9527825160417496
RNCMPT00351 RNCMPT00232 0.5524250093798846
RNCMPT00037 RNCMPT00265 0.7112729648953175
RNCMPT00127 RNCMPT01680 0.705668503705723
RNCMPT00093 RNCMPT00245 0.9066007413054461
RNCMPT00278 RNCMPT00008 0.910633689177769
RNCMPT00031 RNCMPT00245 0.9240111459197996
RNCMPT00166 RNCMPT00004 0.9463063273645123
RNCMPT00200 RNCMPT00237 0.540092464467149
RNCMPT00139 RNCMPT00043 0.9438054859249682
RNCMPT00171 RNCMPT00043 0.9115504804124741
RNCMPT00010 RNCMPT00121 0.6911471857682795
RNCMPT00347 RNCMPT00787 0.6073957970525788
RNCMPT00808 RNCMPT00150 0.9574088732885794
RNCMPT00262 RNCMPT00464 0.8525608345730444
RNCMPT00017 RNCMPT00180 0.9591643219153152
RNCMPT00370 RNCMPT00157 0.9136243231687231
RNCMPT00186 RNCMPT00239 0.9486569416138416
RNCMPT00800 RNCMPT00134 0.8824080231611406
RNCMPT00025 RNCMPT00167 0.9659810976021864
RNCMPT00120 RNCMPT00132 0.845613479587809
RNCMPT01674 RNCMPT00165 0.9558877851842782
