Species, Nrbpprot, NprotRRM, NprotKH, Nmeas, NmeasRRM, NmeasKH, Nrectot, Nrecjple, Nrecid, Nrecinter, NrectotRRM, NrecjpleRRM, NrecidRRM, NrecinterRRM, NrectotKH, NrecjpleKH, NrecidKH, NrecinterKH, Nrncmptjple, Nrncmptid, Nmotifjple, Nmotifid
Fasciola_hepatica,199,116,27,0,0,0,45,32,32,19,41,29,30,18,4,3,2,1,22,30,20,24
Felis_catus,412,209,31,0,0,0,155,144,153,142,129,119,127,117,23,22,23,22,79,93,57,63
Fibroporia_radiculosa,121,71,7,0,0,0,16,14,15,13,15,13,14,12,1,1,1,1,14,15,13,13
Ficedula_albicollis,309,165,25,0,0,0,111,103,106,98,92,84,88,80,16,16,16,16,69,78,49,55
Fomitopsis_pinicola,137,76,7,0,0,0,17,13,16,12,16,12,15,11,1,1,1,1,13,16,12,13
Fonsecaea_pedrosoi,119,69,8,0,0,0,18,11,18,11,17,10,17,10,1,1,1,1,11,18,11,15
Fragaria_vesca,489,218,23,0,0,0,111,95,97,81,102,86,90,74,9,9,7,7,45,49,34,34
Fragilariopsis_cylindrus,163,80,11,0,0,0,13,5,11,3,13,5,11,3,0,0,0,0,5,11,5,11
Fusarium_fujikuroi,120,70,8,0,0,0,22,15,21,14,21,14,20,13,1,1,1,1,14,20,13,17
Fusarium_graminearum,123,67,7,0,0,0,23,16,20,13,22,15,19,12,1,1,1,1,16,19,14,17
Fusarium_oxysporum,113,65,7,0,0,0,21,14,20,13,20,13,19,12,1,1,1,1,14,19,13,16
Fusarium_pseudograminearum,118,66,7,0,0,0,24,16,22,14,23,15,21,13,1,1,1,1,16,20,14,18
Fusarium_solani,107,66,8,0,0,0,20,15,19,14,19,14,18,13,1,1,1,1,14,19,13,17
Fusarium_verticillioides,109,64,8,0,0,0,22,15,21,14,21,14,20,13,1,1,1,1,14,20,13,17
Gadus_morhua,400,218,35,0,0,0,156,143,152,139,127,114,123,110,26,26,26,26,70,91,49,60
Gaeumannomyces_graminis,113,64,8,0,0,0,21,14,20,13,20,13,19,12,1,1,1,1,13,20,12,17
Galerina_marginata,163,77,7,0,0,0,18,14,16,12,17,13,15,11,1,1,1,1,13,16,12,15
Gallus_gallus,310,167,28,5,5,0,117,107,114,104,94,85,91,82,20,19,20,19,68,80,48,56
Gasterosteus_aculeatus,413,218,38,0,0,0,164,152,158,146,134,122,128,116,27,27,27,27,74,94,51,60
Geospiza_fortis,298,165,25,0,0,0,111,102,106,97,91,82,86,77,17,17,17,17,66,74,47,53
Giardia_lamblia,38,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glarea_lozoyensis,78,53,5,0,0,0,17,11,17,11,16,10,16,10,1,1,1,1,11,17,11,15
Globodera_pallida,270,104,20,0,0,0,42,30,38,26,34,24,31,21,8,6,7,5,25,35,23,32
Gloeophyllum_trabeum,150,81,7,0,0,0,18,14,16,12,17,13,15,11,1,1,1,1,14,16,14,14
Glycine_max,989,522,67,0,0,0,256,215,229,188,230,189,206,165,26,26,23,23,49,53,38,37
Gongylonema_pulchrum,256,152,43,0,0,0,60,41,41,22,44,34,29,19,16,7,12,3,30,29,26,23
Gorilla_gorilla,394,223,32,0,0,0,159,149,158,148,132,122,131,121,23,23,23,23,75,91,54,62
Gossypium_raimondii,626,313,38,0,0,0,199,172,177,150,180,154,161,135,19,18,16,15,48,52,36,35
Grosmannia_clavigera,104,62,8,0,0,0,21,17,20,16,20,16,19,15,1,1,1,1,17,20,15,17
Guillardia_theta,277,144,29,0,0,0,23,12,17,6,21,12,15,6,2,0,2,0,9,16,7,16
Gymnopus_luxurians,114,44,4,0,0,0,8,6,8,6,8,6,8,6,0,0,0,0,6,8,5,7
Haemonchus_contortus,325,171,37,0,0,0,86,58,76,48,68,48,61,41,18,10,15,7,31,49,26,41
Haemonchus_placei,179,89,26,0,0,0,46,31,42,27,35,24,32,21,11,7,10,6,27,38,23,33
Halyomorpha_halys,201,106,21,0,0,0,68,59,51,42,58,50,42,34,9,8,8,7,45,44,38,37
Harpegnathos_saltator,332,117,18,0,0,0,56,46,49,39,46,38,40,32,9,7,8,6,43,48,36,44
Hebeloma_cylindrosporum,144,80,7,0,0,0,19,14,18,13,18,13,17,12,1,1,1,1,14,18,12,16
Heliconius_melpomene,200,110,18,0,0,0,59,49,52,42,49,40,42,33,9,8,9,8,41,47,35,44
Heligmosomoides_bakeri,223,106,8,0,0,0,37,26,29,18,31,23,23,15,6,3,6,3,22,27,20,25
Helobdella_robusta,442,208,39,0,0,0,127,88,107,68,107,76,89,58,20,12,18,10,45,68,37,51
Hemiselmis_andersenii,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heterobasidion_annosum,157,74,7,0,0,0,19,14,17,12,18,13,17,12,1,1,0,0,14,17,12,14
Heterobasidion_irregulare,233,78,7,0,0,0,20,15,18,13,19,14,17,12,1,1,1,1,14,18,12,16
Heterorhabditis_bacteriophora,125,68,15,0,0,0,29,21,22,14,22,17,16,11,7,4,6,3,18,21,16,21
Histoplasma_capsulatum,112,68,9,0,0,0,17,11,16,10,16,10,15,9,1,1,1,1,11,16,11,15
Homo_sapiens,461,253,34,93,67,14,174,156,173,155,148,131,147,130,24,23,24,23,78,96,56,63
Hordeum_vulgare,355,174,28,0,0,0,81,61,75,55,74,54,68,48,7,7,7,7,29,41,24,30
Hyaloperonospora_arabidopsidis,157,77,6,0,0,0,18,12,15,9,18,12,15,9,0,0,0,0,11,14,11,14
Hydatigera_taeniaeformis,168,107,17,0,0,0,39,27,32,20,36,24,29,17,3,3,3,3,24,30,21,24
Hydnomerulius_pinastri,70,37,0,0,0,0,5,3,4,2,5,3,4,2,0,0,0,0,2,4,2,4
Hydra_magnipapillata,293,161,16,0,0,0,59,45,51,37,54,40,46,32,5,5,5,5,33,38,27,33
Hymenolepis_diminuta,168,107,18,0,0,0,32,19,29,16,31,18,28,15,1,1,1,1,16,24,16,22
Hymenolepis_microstoma,204,121,22,0,0,0,43,30,40,27,40,27,37,24,3,3,3,3,23,34,20,29
Hymenolepis_nana,200,117,22,0,0,0,43,31,38,26,41,29,36,24,2,2,2,2,25,31,22,26
Ictidomys_tridecemlineatus,377,215,30,0,0,0,152,145,150,143,128,121,126,119,21,21,21,21,81,91,55,63
Ixodes_scapularis,214,103,12,0,0,0,50,35,46,31,45,31,41,27,4,3,4,3,34,40,30,36
Jaapia_argillacea,158,81,8,0,0,0,19,16,16,13,18,15,15,12,1,1,1,1,14,16,13,13
Kazachstania_africana,85,49,7,0,0,0,9,7,7,5,9,7,7,5,0,0,0,0,6,7,6,7
Kazachstania_naganishii,81,48,7,0,0,0,10,7,7,4,10,7,7,4,0,0,0,0,6,7,6,7
Kluyveromyces_lactis,81,46,8,0,0,0,8,7,6,5,8,7,6,5,0,0,0,0,7,6,7,6
Kluyveromyces_thermotolerans,90,51,7,0,0,0,11,7,9,5,11,7,9,5,0,0,0,0,7,9,7,9
Kluyveromyces_waltii,92,48,6,0,0,0,9,7,7,5,9,7,7,5,0,0,0,0,7,7,7,7
Komagataella_pastoris,85,53,5,0,0,0,10,6,9,5,10,6,9,5,0,0,0,0,5,9,5,9
Kuraishia_capsulata,97,61,7,0,0,0,16,7,14,5,15,7,13,5,1,0,1,0,6,13,6,12
Laccaria_amethystina,167,86,8,0,0,0,22,16,19,13,21,15,18,12,1,1,1,1,14,19,12,17
Laccaria_bicolor,144,68,7,0,0,0,16,12,13,9,15,11,12,8,1,1,1,1,11,13,9,11
Lachancea_kluyveri,87,50,6,0,0,0,12,10,10,8,12,10,10,8,0,0,0,0,9,10,9,9
Lachancea_lanzarotensis,88,51,6,0,0,0,8,7,7,6,8,7,7,6,0,0,0,0,7,7,6,7
Lachancea_thermotolerans,90,51,7,0,0,0,11,7,9,5,11,7,9,5,0,0,0,0,7,9,7,9
Latimeria_chalumnae,383,187,32,0,0,0,133,121,126,114,110,98,103,91,21,21,21,21,76,85,53,60
Leersia_perrieri,434,232,27,0,0,0,124,95,114,85,113,84,104,75,11,11,10,10,39,50,29,35
Leishmania_braziliensis,157,80,5,0,0,0,33,30,32,29,32,29,31,28,1,1,1,1,23,28,21,24
Leishmania_infantum,158,83,3,0,0,0,33,30,32,29,32,29,31,28,1,1,1,1,23,28,21,24
Leishmania_major,152,83,3,21,19,1,33,30,32,29,32,29,31,28,1,1,1,1,25,28,22,24
Leishmania_mexicana,157,80,4,0,0,0,32,30,31,29,31,29,30,28,1,1,1,1,23,28,21,24
Lepisosteus_oculatus,383,183,32,0,0,0,131,120,127,116,108,97,105,94,20,20,19,19,74,84,51,60
Leptinotarsa_decemlineata,346,159,24,0,0,0,75,59,61,45,64,50,50,36,11,9,11,9,43,51,35,43
Leptosphaeria_maculans,110,64,7,0,0,0,17,13,16,12,16,12,15,11,1,1,1,1,13,16,12,15
Linum_usitatissimum,701,381,47,0,0,0,201,170,186,155,181,150,168,137,20,20,18,18,47,53,34,35
Litomosoides_sigmodontis,213,118,22,0,0,0,63,43,55,35,50,37,44,31,13,6,11,4,32,48,28,41
Loa_loa,207,113,23,0,0,0,61,40,55,34,49,34,45,30,12,6,10,4,33,49,28,42
Lodderomyces_elongisporus,92,53,7,0,0,0,8,4,7,3,8,4,7,3,0,0,0,0,4,7,4,7
Lottia_gigantea,313,137,18,0,0,0,63,48,59,44,56,42,52,38,7,6,7,6,42,56,34,44
Lotus_japonicus,576,291,37,0,0,0,105,93,79,67,93,81,70,58,12,12,9,9,39,41,30,30
Loxodonta_africana,377,211,31,0,0,0,147,135,144,132,122,112,119,109,22,20,22,20,80,90,54,61
Lucilia_cuprina,314,136,21,0,0,0,79,68,62,51,67,58,52,43,11,9,9,7,51,55,45,43
Lutzomyia_longipalpis,183,90,17,0,0,0,48,42,41,35,41,36,36,31,7,6,5,4,38,38,32,35
Macaca_fascicularis,403,229,34,0,0,0,161,154,156,149,134,127,132,125,23,23,20,20,79,92,54,60
Macaca_mulatta,417,245,36,0,0,0,180,171,176,167,153,145,151,143,24,23,22,21,77,93,53,62
Macrophomina_phaseolina,119,66,8,0,0,0,19,12,16,9,18,11,15,8,1,1,1,1,11,16,10,14
Macropus_eugenii,286,160,25,0,0,0,113,104,106,97,95,86,88,79,16,16,16,16,66,74,47,51
Magnaporthe_oryzae,136,66,7,0,0,0,21,15,20,14,20,14,19,13,1,1,1,1,14,20,13,17
Magnaporthe_poae,96,52,7,0,0,0,16,12,15,11,15,11,14,10,1,1,1,1,12,15,10,13
Malassezia_globosa,88,50,6,0,0,0,12,8,9,5,11,7,9,5,1,1,0,0,8,9,8,8
Malassezia_sympodialis,72,42,6,0,0,0,12,6,12,6,12,6,12,6,0,0,0,0,6,12,6,11
Malus_domestica,970,466,71,0,0,0,259,235,216,192,228,204,191,167,31,31,25,25,49,55,36,35
Manihot_esculenta,877,417,65,0,0,0,276,235,248,207,247,206,220,179,29,29,28,28,46,49,34,34
Marssonina_brunnea,114,66,8,0,0,0,20,14,19,13,19,13,18,12,1,1,1,1,14,19,11,16
Medicago_truncatula,521,278,39,0,0,0,145,120,130,105,127,102,115,90,18,18,15,15,48,52,34,35
Megaselia_scalaris,106,58,12,0,0,0,27,25,20,18,22,20,16,14,5,5,4,4,24,20,21,20
Melampsora_laricipopulina,146,80,9,0,0,0,17,13,17,13,16,12,16,12,1,1,1,1,12,17,10,14
Meleagris_gallopavo,278,155,24,3,3,0,107,99,103,95,87,79,83,75,17,17,17,17,69,73,50,55
Melitaea_cinxia,175,93,19,0,0,0,44,36,34,26,40,32,31,23,4,4,3,3,33,33,29,28
Meloidogyne_floridensis,326,174,35,0,0,0,56,40,30,14,47,32,26,11,9,8,4,3,28,24,22,22
Meloidogyne_hapla,239,110,25,0,0,0,41,25,34,18,35,22,29,16,6,3,5,2,24,32,21,25
Meloidogyne_incognita,315,149,33,0,0,0,68,44,61,37,57,40,50,33,11,4,11,4,24,35,20,30
Mesocestoides_corti,178,99,17,0,0,0,39,26,35,22,36,24,32,20,3,2,3,2,25,33,20,25
Metarhizium_acridum,105,58,7,0,0,0,17,13,16,12,16,12,15,11,1,1,1,1,13,16,12,16
Metarhizium_album,105,60,7,0,0,0,20,14,19,13,19,13,18,12,1,1,1,1,13,19,12,16
Metarhizium_anisopliae,113,62,7,0,0,0,21,16,20,15,20,15,19,14,1,1,1,1,15,20,14,18
Metarhizium_brunneum,110,59,6,0,0,0,21,15,20,14,20,14,19,13,1,1,1,1,14,20,13,17
Metarhizium_guizhouense,121,64,7,0,0,0,20,15,19,14,19,14,18,13,1,1,1,1,14,18,13,15
Metarhizium_majus,113,58,7,0,0,0,21,16,20,15,20,15,19,14,1,1,1,1,15,20,14,17
Metarhizium_robertsii,118,64,7,0,0,0,22,15,20,13,21,14,19,12,1,1,1,1,14,20,13,17
Meyerozyma_guilliermondii,79,47,5,0,0,0,11,6,11,6,11,6,11,6,0,0,0,0,5,10,4,10
Microbotryum_violaceum,121,70,6,0,0,0,15,10,15,10,14,9,14,9,1,1,1,1,10,15,9,13
Microcebus_murinus,286,157,25,0,0,0,116,111,108,103,97,92,90,85,16,16,15,15,67,77,51,58
Micromonas_pusilla,188,88,26,0,0,0,17,12,14,9,17,12,14,9,0,0,0,0,12,14,12,12
Micromonas_sp_RCC299,186,83,22,0,0,0,16,10,14,8,16,10,14,8,0,0,0,0,10,13,10,11
Microsporidia_sp,69,42,5,0,0,0,7,5,6,4,7,5,6,4,0,0,0,0,5,6,5,6
Microsporum_canis,105,65,7,0,0,0,19,13,18,12,18,12,17,11,1,1,1,1,13,18,12,16
Microsporum_gypseum,112,69,7,0,0,0,17,11,17,11,16,10,16,10,1,1,1,1,11,17,10,16
Millerozyma_farinosa,176,109,11,0,0,0,24,14,22,12,24,14,22,12,0,0,0,0,5,11,5,11
Mimulus_guttatus,484,255,27,0,0,0,147,118,135,106,135,106,124,95,12,12,11,11,44,51,34,32
Mixia_osmundae,116,73,7,0,0,0,17,10,16,9,16,9,15,8,1,1,1,1,9,16,9,13
Mnemiopsis_leidyi,320,142,45,0,0,0,38,23,35,20,36,22,33,19,2,1,2,1,23,32,19,28
Moniliophthora_perniciosa,87,44,3,0,0,0,5,5,4,4,5,5,4,4,0,0,0,0,5,4,5,4
Moniliophthora_roreri,299,90,7,0,0,0,23,15,22,14,22,14,21,13,1,1,1,1,14,20,13,18
Monodelphis_domestica,400,216,32,3,3,0,158,145,153,140,130,118,125,113,25,24,25,24,78,90,56,62
Monosiga_brevicollis,137,78,10,0,0,0,21,12,20,11,21,12,20,11,0,0,0,0,11,19,11,19
Mucor_circinelloides,187,100,15,0,0,0,31,15,28,12,28,13,25,10,3,2,3,2,11,20,11,17
Mus_musculus,424,245,33,5,2,3,152,140,152,140,126,115,126,115,23,22,23,22,77,93,55,63
Musa_acuminata,614,332,39,0,0,0,200,165,182,147,181,146,165,130,19,19,17,17,42,52,32,34
Musca_domestica,231,129,23,0,0,0,80,68,74,62,66,57,60,51,13,10,13,10,54,60,46,46
Mustela_putorius_furo,388,219,34,0,0,0,167,155,165,153,140,130,138,128,24,22,24,22,77,93,55,64
Myceliophthora_thermophila,106,63,7,0,0,0,22,15,21,14,21,14,20,13,1,1,1,1,15,21,14,18
Mycosphaerella_fijiensis,99,62,8,0,0,0,16,12,16,12,15,11,15,11,1,1,1,1,12,16,10,15
Mycosphaerella_graminicola,101,60,7,0,0,0,19,15,19,15,18,14,18,14,1,1,1,1,15,19,13,18
Myotis_brandtii,445,271,35,0,0,0,189,174,168,153,160,147,143,130,25,23,22,20,83,94,56,64
Myotis_lucifugus,448,270,33,0,0,0,172,155,171,154,144,130,143,129,24,21,24,21,80,92,56,63
Naegleria_gruberi,324,69,10,1,1,0,11,5,11,5,10,5,10,5,1,0,1,0,5,11,5,11
Nasonia_vitripennis,379,143,20,0,0,0,59,47,57,45,48,38,47,37,10,8,9,7,44,55,38,47
Naumovozyma_castellii,94,50,9,0,0,0,10,9,7,6,10,9,7,6,0,0,0,0,6,6,6,6
Naumovozyma_dairenensis,102,50,9,0,0,0,10,8,8,6,10,8,8,6,0,0,0,0,6,7,6,7
Necator_americanus,192,113,18,0,0,0,61,46,50,35,51,40,40,29,10,6,10,6,33,45,27,39
Nectria_haematococca,107,66,8,0,0,0,20,15,19,14,19,14,18,13,1,1,1,1,14,19,13,17
Nematocida_parisii_ertm1,34,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nematocida_sp,33,14,2,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1
Nematostella_vectensis,324,160,24,3,2,1,73,58,65,50,62,47,56,41,11,11,9,9,46,54,36,44
Neofusicoccum_parvum,108,66,8,0,0,0,20,14,19,13,19,13,18,12,1,1,1,1,14,19,12,17
Neosartorya_fischeri,109,68,5,0,0,0,21,14,19,12,20,13,18,11,1,1,1,1,14,19,13,16
Neospora_caninum,147,86,11,0,0,0,20,6,20,6,19,6,19,6,1,0,1,0,6,18,6,17
Neurospora_crassa,116,70,8,6,5,0,23,16,21,14,21,14,20,13,2,2,1,1,15,21,13,18
Neurospora_discreta,110,69,8,0,0,0,21,14,20,13,20,13,19,12,1,1,1,1,14,20,13,17
Neurospora_tetrasperma,113,68,8,0,0,0,22,15,20,13,20,13,19,12,2,2,1,1,14,20,13,17
Nippostrongylus_brasiliensis,234,110,22,0,0,0,53,35,42,24,43,29,32,18,10,6,10,6,27,37,23,34
Nomascus_leucogenys,360,195,29,0,0,0,137,128,134,125,113,105,110,102,21,20,21,20,78,92,57,63
Nosema_apis,32,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nosema_bombycis,50,26,4,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1
Nosema_ceranae,29,12,2,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1
Ochotona_princeps,339,155,29,0,0,0,114,107,110,103,93,86,89,82,19,19,19,19,72,83,50,56
Octopus_bimaculoides,312,142,18,0,0,0,66,46,61,41,58,40,53,35,8,6,8,6,40,53,33,41
Oesophagostomum_dentatum,225,114,23,0,0,0,53,38,45,30,43,30,38,25,10,8,7,5,27,40,25,35
Ogataea_parapolymorpha,93,58,7,0,0,0,12,7,9,4,11,6,9,4,1,1,0,0,7,8,6,8
Oidiodendron_maius,112,65,8,0,0,0,17,12,17,12,16,11,16,11,1,1,1,1,12,17,10,14
Oikopleura_dioica,316,166,32,0,0,0,36,28,29,21,34,26,27,19,2,2,2,2,26,26,21,22
Onchocerca_flexuosa,214,125,26,0,0,0,45,37,29,21,37,31,23,17,8,6,6,4,28,27,23,22
Onchocerca_ochengi,243,137,25,0,0,0,65,47,52,34,53,41,41,29,12,6,11,5,33,45,27,39
Onchocerca_volvulus,210,113,22,0,0,0,64,43,55,34,52,37,45,30,12,6,10,4,35,49,29,43
Ophiocordyceps_sinensis,95,53,6,0,0,0,17,12,16,11,16,11,15,10,1,1,1,1,12,16,12,16
Ophiostoma_piceae_uamh,104,61,7,0,0,0,18,13,17,12,17,12,16,11,1,1,1,1,12,17,11,14
Ophisaurus_gracilis,307,175,28,0,0,0,123,113,116,106,102,92,96,86,18,18,18,18,71,78,52,57
Opisthorchis_viverrini,208,119,21,0,0,0,55,42,46,33,51,38,43,30,4,4,3,3,32,39,26,29
Ordospora_colligata,42,21,5,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1
Oreochromis_niloticus,421,227,38,0,0,0,167,155,166,154,136,124,135,123,28,28,28,28,70,90,50,58
Ornithorhynchus_anatinus,311,180,25,0,0,0,128,119,112,103,109,100,93,84,16,16,16,16,73,83,54,59
Oryctolagus_cuniculus,409,220,40,0,0,0,170,155,169,154,137,124,137,124,30,28,29,27,72,90,54,61
Oryza_barthii,470,244,28,0,0,0,116,91,108,83,104,79,98,73,12,12,10,10,38,49,29,35
Oryza_brachyantha,432,217,25,0,0,0,108,87,102,81,97,76,92,71,11,11,10,10,40,48,30,34
Oryza_glaberrima,459,243,23,0,0,0,115,88,107,80,106,79,99,72,9,9,8,8,42,46,31,33
Oryza_glumaepatula,484,259,27,0,0,0,120,94,114,88,107,81,104,78,13,13,10,10,40,50,31,34
Oryza_indica,635,276,31,0,0,0,125,98,115,88,111,84,104,77,14,14,11,11,40,50,31,35
Oryza_longistaminata,372,195,23,0,0,0,87,73,79,65,76,62,69,55,11,11,10,10,32,46,27,32
Oryza_meridionalis,442,237,24,0,0,0,104,79,99,74,95,70,92,67,9,9,7,7,38,50,30,34
Oryza_nivara,478,250,29,0,0,0,119,92,110,83,107,80,100,73,12,12,10,10,37,50,28,35
Oryza_punctata,489,253,26,0,0,0,123,95,116,88,112,84,106,78,11,11,10,10,37,48,28,34
Oryza_rufipogon,492,261,29,0,0,0,118,89,113,84,106,77,103,74,12,12,10,10,40,51,31,35
Oryza_sativa,451,229,28,0,0,0,116,91,109,84,106,81,101,76,10,10,8,8,42,47,32,33
Oryzias_latipes,397,220,30,0,0,0,156,147,151,142,131,122,126,117,23,23,23,23,73,93,52,57
Ostreococcus_RCC809,137,62,18,0,0,0,14,10,13,9,13,9,12,8,1,1,1,1,10,13,10,11
Ostreococcus_lucimarinus,132,64,17,0,0,0,16,13,14,11,15,12,13,10,1,1,1,1,12,13,12,13
Ostreococcus_tauri,126,58,16,4,3,1,13,10,11,8,12,9,10,7,1,1,1,1,10,11,10,10
Otolemur_garnettii,432,237,35,0,0,0,177,166,175,164,150,140,148,138,24,23,24,23,80,94,56,63
Ovis_aries,430,235,37,0,0,0,173,163,173,163,141,133,141,133,29,27,29,27,78,94,55,65
Oxytricha_trifallax,248,132,9,0,0,0,13,3,13,3,13,3,13,3,0,0,0,0,3,8,3,8
Pan_troglodytes,369,205,29,0,0,0,148,130,146,128,124,107,122,105,21,20,21,20,76,94,56,63
Panicum_virgatum,1449,520,65,0,0,0,248,190,227,169,220,162,202,144,28,28,25,25,38,55,27,38
Papio_anubis,395,221,33,0,0,0,169,157,166,154,141,130,138,127,25,24,25,24,76,94,55,61
Paracoccidioides_brasiliensis,117,62,7,0,0,0,19,13,18,12,18,12,17,11,1,1,1,1,13,18,13,16
Paracoccidioides_sp_lutzii,135,64,7,0,0,0,18,13,17,12,17,12,16,11,1,1,1,1,13,17,13,15
Paramecium_tetraurelia,442,198,13,0,0,0,18,11,17,10,18,11,17,10,0,0,0,0,6,7,5,7
Parascaris_equorum,115,78,17,0,0,0,26,24,12,10,22,21,9,8,4,3,3,2,21,12,19,12
Parastrongyloides_trichosuri,182,88,20,0,0,0,43,31,41,29,31,22,31,22,12,9,10,7,25,38,22,35
Paxillus_involutus,89,38,2,0,0,0,6,5,6,5,6,5,6,5,0,0,0,0,4,5,4,5
Paxillus_rubicundulus,148,81,7,0,0,0,20,15,19,14,19,14,18,13,1,1,1,1,14,18,13,16
Pediculus_humanus,197,103,19,0,0,0,60,50,56,46,49,41,45,37,10,8,10,8,47,54,38,43
Pelodiscus_sinensis,328,175,29,0,0,0,127,118,123,114,103,95,99,91,21,20,21,20,73,87,50,60
Penicillium_chrysogenum,114,69,6,0,0,0,22,13,21,12,21,12,20,11,1,1,1,1,13,19,13,17
Penicillium_digitatum,110,71,7,0,0,0,22,13,22,13,21,12,21,12,1,1,1,1,13,20,13,18
Penicillium_expansum,101,64,7,0,0,0,19,11,18,10,18,10,17,9,1,1,1,1,11,16,11,14
Penicillium_italicum,109,68,7,0,0,0,20,13,19,12,19,12,18,11,1,1,1,1,13,17,13,16
Penicillium_marneffei,125,67,6,0,0,0,20,14,19,13,19,13,18,12,1,1,1,1,14,19,12,17
Penicillium_oxalicum,110,65,7,0,0,0,20,14,20,14,19,13,19,13,1,1,1,1,14,20,14,17
Penicillium_rubens,114,69,6,0,0,0,22,13,21,12,21,12,20,11,1,1,1,1,13,19,13,17
Penicillium_solitum,109,68,6,0,0,0,21,12,20,11,20,11,19,10,1,1,1,1,12,18,12,16
Pestalotiopsis_fici,119,68,8,0,0,0,21,14,19,12,20,13,18,11,1,1,1,1,12,19,12,17
Petromyzon_marinus,186,104,19,0,0,0,76,64,66,54,62,50,54,42,12,12,10,10,39,47,36,39
Phaeodactylum_tricornutum,152,69,10,0,0,0,14,4,12,2,13,4,11,2,1,0,1,0,4,12,4,12
Phaeosphaeria_nodorum,105,63,8,0,0,0,16,12,13,9,15,11,12,8,1,1,1,1,12,13,11,11
Phanerochaete_carnosa,131,69,7,0,0,0,19,13,17,11,18,12,16,10,1,1,1,1,13,17,13,15
Phanerochaete_chrysosporium,163,72,7,0,0,0,19,14,16,11,18,13,15,10,1,1,1,1,14,16,13,13
Phlebiopsis_gigantea,140,83,6,0,0,0,17,14,16,13,16,13,15,12,1,1,1,1,14,16,13,14
Phlebotomus_papatasi,169,90,17,0,0,0,50,47,38,35,44,41,33,30,6,6,5,5,42,35,36,30
Phoenix_dactylifera,397,229,34,0,0,0,104,92,76,64,89,77,63,51,15,15,13,13,32,38,29,29
Phycomyces_blakesleeanus,204,100,13,0,0,0,33,17,31,15,31,16,29,14,2,1,2,1,15,24,14,20
Physcomitrella_patens,406,175,13,4,3,0,89,62,81,54,83,57,75,49,6,5,6,5,26,36,21,26
Phytophthora_capsici,170,68,5,0,0,0,19,10,17,8,19,10,17,8,0,0,0,0,10,17,10,16
Phytophthora_infestans,190,79,8,0,0,0,22,13,21,12,21,13,20,12,1,0,1,0,12,18,12,16
Phytophthora_kernoviae,118,58,6,0,0,0,20,12,17,9,19,12,16,9,1,0,1,0,12,17,12,16
Phytophthora_lateralis,139,56,5,0,0,0,19,7,17,5,18,7,16,5,1,0,1,0,7,15,7,14
Phytophthora_parasitica,230,74,8,0,0,0,22,11,21,10,21,11,20,10,1,0,1,0,11,19,11,18
Phytophthora_ramorum,274,76,6,1,1,0,21,13,18,10,20,13,17,10,1,0,1,0,12,18,11,17
Phytophthora_sojae,355,71,7,0,0,0,22,10,20,8,21,10,19,8,1,0,1,0,10,18,10,16
Pichia_kudriavzevii,95,59,7,0,0,0,9,6,8,5,9,6,8,5,0,0,0,0,5,8,4,8
Pichia_pastoris,85,53,5,0,0,0,10,6,9,5,10,6,9,5,0,0,0,0,5,9,5,9
Pichia_stipitis,84,52,6,0,0,0,13,8,11,6,12,7,11,6,1,1,0,0,7,10,6,9
Piloderma_croceum,170,81,8,0,0,0,20,17,17,14,19,16,16,13,1,1,1,1,15,16,13,14
Piriformospora_indica,131,78,7,0,0,0,18,14,15,11,17,13,14,10,1,1,1,1,14,15,13,14
Pisolithus_microcarpus,198,86,9,0,0,0,19,15,17,13,18,14,16,12,1,1,1,1,14,16,13,14
Pisolithus_tinctorius,243,84,8,0,0,0,21,15,20,14,19,14,18,13,2,1,2,1,14,19,13,17
Plasmodium_berghei,102,71,5,0,0,0,22,15,22,15,21,14,21,14,1,1,1,1,15,21,13,19
Plasmodium_chabaudi,103,72,5,0,0,0,21,17,21,17,20,16,20,16,1,1,1,1,17,20,15,19
Plasmodium_falciparum,104,69,5,12,11,1,20,15,20,15,19,14,19,14,1,1,1,1,15,19,14,18
Plasmodium_knowlesi,105,72,5,0,0,0,20,15,20,15,19,14,19,14,1,1,1,1,15,19,14,17
Plasmodium_vivax,103,72,5,0,0,0,19,16,19,16,18,15,18,15,1,1,1,1,16,18,15,17
Plasmodium_yoelii,97,73,5,0,0,0,21,16,21,16,20,15,20,15,1,1,1,1,15,19,13,17
Pleurotus_ostreatus,164,75,7,0,0,0,19,13,19,13,18,12,18,12,1,1,1,1,12,18,11,16
Plicaturopsis_crispa,21,10,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0
Pneumocystis_carinii,204,135,18,0,0,0,38,32,27,21,33,27,25,19,5,5,2,2,13,15,13,14
