Candida_glabrata	9	0	9	90	10.0	Human pathogen (fungus)	Fungi
Candida_guilliermondii	1	0	1	79	1.3	Yeast	Fungi
Candida_lusitaniae	1	0	1	83	1.2	Yeast	Fungi
Candida_maltosa	1	0	1	85	1.2	Yeast	Fungi
Candida_orthopsilosis	1	0	1	86	1.2	Yeast	Fungi
Candida_parapsilosis	1	0	1	84	1.2	Yeast	Fungi
Candida_tenuis	1	0	1	77	1.3	Yeast	Fungi
Candida_tropicalis	1	0	1	86	1.2	Yeast	Fungi
Capronia_coronata	5	0	5	108	4.6	Black yeast	Fungi
Candida_dubliniensis	1	0	1	96	1.0	Fungal pathogen	Fungi
Tetrapisispora_blattae	7	0	7	87	8.0	Tetrapisispora blattae	Fungi
Trachipleistophora_hominis	0	0	0	33	0.0	Obligate intracellular microsporidian parasite	Fungi
Brettanomyces_bruxellensis	1	0	1	70	1.4	Yeast - used in Belgian beers	Fungi
Torulaspora_delbrueckii	7	0	7	84	8.3	Ubiquitous yeast species	Fungi
Torrubiella_hemipterigena	7	0	7	113	6.2	Fungus that lives on insects	Fungi
Togninia_minima	6	0	6	104	5.8	Togninia minima	Fungi
Byssochlamys_spectabilis	3	0	3	105	2.9	Common environmental mold	Fungi
Tilletiaria_anomala	2	0	2	107	1.9	Fungus found in decayed wood	Fungi
Thielavia_terrestris	8	0	8	116	6.9	Thermophilic fungus related to Nerospora	Fungi
Tetrapisispora_phaffii	7	0	7	93	7.5	Tetrapisispora phaffii	Fungi
Capronia_epimyces	5	0	5	108	4.6	Black yeast	Fungi
Candida_albicans	2	0	2	175	1.1	Yeast	Fungi
Vittaforma_corneae	0	0	0	28	0.0	Human-infecting microsporidian	Fungi
Anncaliia_algerae	0	0	0	59	0.0	Aquatic microsporidium that infects mosquitoes	Fungi
Verticillium_dahliae	6	0	6	104	5.8	Causes verticillium wilt	Fungi
Verticillium_alfalfae	4	0	4	93	4.3	Causes verticillium wilt in some plant species	Fungi
Verticillium_albo_atrum	4	0	4	93	4.3	Plant pathogen targeting: hops, alfalfa, cotton	Fungi
Verruconis_gallopava	5	0	5	112	4.5	Mold causing saprophytic infection in immunosuppressed hosts	Fungi
Vavraia_culicis	0	0	0	36	0.0	Microsporidian parasite of mosquitoes	Fungi
Vanderwaltozyma_polyspora	7	0	7	95	7.4	Yeast: post-WGD lineage most divergent from cerevisiae	Fungi
Ustilago_maydis	3	0	3	108	2.8	Corn smut	Fungi
Wallemia_ichthyophaga	2	0	2	104	1.9	Most halophilic fungus known	Fungi
Wallemia_sebi	2	0	2	104	1.9	Brown mold commonly found in indoor air dust	Fungi
Acremonium_chrysogenum	7	0	7	107	6.5	Acremonium chrysogenum	Fungi
Zygosaccharomyces_rouxii	8	0	8	82	9.8	Z. rouxii	Fungi
Zygosaccharomyces_bailii	16	0	16	160	10.0	Causes spoilage resulting in huge economic losses to the food industry	Fungi
Agaricus_bisporus	5	0	5	197	2.5	Common (button) mushroom	Fungi
Yarrowia_lipolytica	1	0	1	103	1.0	Yeast	Fungi
Allomyces_macrogynus	6	0	6	268	2.2	Zoosporic fungus	Fungi
Alternaria_brassicicola	4	0	4	109	3.7	Plant pathogen (brassica dark leaf spot)	Fungi
Amanita_muscaria	5	0	5	177	2.8	Fly agaric mushroom 	Fungi
Wickerhamomyces_ciferrii	2	0	2	100	2.0	Yeast	Fungi
Ustilago_hordei	2	0	2	144	1.4	Cause of covered smut of barley	Fungi
Ustilaginoidea_virens	7	0	7	98	7.1	Plant pathogen that causes False Smut of rice	Fungi
Trichophyton_interdigitale	5	0	5	112	4.5	Source of penicillin	Fungi
Trichophyton_equinum	4	0	4	103	3.9	Horse ringworm	Fungi
Ashbya_gossypii	5	0	5	89	5.6	Plant pathogen (fungus)	Fungi
Aspergillus_carbonarius	4	0	4	105	3.8	Black spore mold	Fungi
Aspergillus_clavatus	5	0	5	114	4.4	Aspergillus	Fungi
Aspergillus_flavus	3	0	3	108	2.8	Aspergillus	Fungi
Aspergillus_fumigatus	5	0	5	104	4.8	Cause of aspergillosis	Fungi
Aspergillus_nidulans	5	2	3	111	4.5	Aspergillus	Fungi
Aspergillus_niger	2	0	2	112	1.8	Aspergillus (black mold)	Fungi
Arthroderma_otae	4	0	4	104	3.8	Zoophilic dermatophyte fungus	Fungi
Arthroderma_benhamiae	4	0	4	97	4.1	Ringworm	Fungi
Uncinocarpus_reesii	5	0	5	100	5.0	Related to Coccidioides, the cause of Coccidiomycosis	Fungi
Tulasnella_calospora	3	0	3	141	2.1	Tulasnella calospora	Fungi
Tuber_melanosporum	3	0	3	109	2.8	Black truffle	Fungi
Trichosporon_asahii	2	0	2	98	2.0	Fungal pathogen found in immunologically compromised patients	Fungi
Trichophyton_verrucosum	4	0	4	93	4.3	Cow ringworm	Fungi
Trichophyton_tonsurans	4	0	4	101	4.0	Cause of Tinea capitis (scalp ringworm)	Fungi
Trichophyton_soudanense	5	0	5	108	4.6	Common cause of tinea capitis	Fungi
Trichophyton_rubrum	5	0	5	108	4.6	Athletes foot, jock itch, ringworm	Fungi
Arthrobotrys_oligospora	5	0	5	119	4.2	Predacious fungus of nematodes	Fungi
Aspergillus_oryzae	3	0	3	115	2.6	Koji mold (makes sake)	Fungi
Capronia_semiimmersa	5	0	5	114	4.4	Black yeast	Fungi
Sphaerobolus_stellatus	3	0	3	238	1.3	Cannonball fungus	Fungi
Cordyceps_militaris	5	0	5	101	5.0	Mushroom used in traditional Asian medical practice 	Fungi
Coprinopsis_cinerea	5	0	5	142	3.5	Inky cap mushroom	Fungi
Coniosporium_apollinis	4	0	4	113	3.5	Rock-inhabiting fungus	Fungi
Colletotrichum_sublineola	7	0	7	106	6.6	Causes anthracnose disease on sorghum	Fungi
Colletotrichum_orbiculare	5	0	5	109	4.6	Plant pathogen of melons and cucumber	Fungi
Colletotrichum_higginsianum	5	0	5	116	4.3	Cause of anthracnose disease on many plants	Fungi
Colletotrichum_graminicola	7	0	7	110	6.4	Glomerella graminicola, causes plant cankers (anthracnose) on maize an	Fungi
Sordaria_macrospora	8	0	8	119	6.7	Microscopic fungus - model of fruiting body development in Ascomycetes	Fungi
Cochliobolus_heterostrophus_C5	4	0	4	119	3.4	Southern Corn Leaf Blight	Fungi
Coccidioides_posadasii	4	0	4	115	3.5	Cause of Valley Fever	Fungi
Coccidioides_immitis	5	0	5	111	4.5	Cause of Valley Fever	Fungi
Clavispora_lusitaniae	1	0	1	83	1.2	Yeast	Fungi
Claviceps_purpurea	4	0	4	115	3.5	Fungus that grows on the ears of cereal plants	Fungi
Setosphaeria_turcica	5	0	5	122	4.1	Causal agent of Northern Leaf Blight in corn	Fungi
Dothistroma_septosporum	4	0	4	115	3.5	Cause of red band needle blight	Fungi
Cladophialophora_yegresii	5	0	5	108	4.6	Cladophialophora yegresii	Fungi
Spathaspora_passalidarum	2	0	2	91	2.2	Yeast with potential in biofuel production	Fungi
Cryphonectria_parasitica	7	0	7	107	6.5	Chestnut blight fungus	Fungi
Debaryomyces_hansenii	1	0	1	95	1.1	Salt loving yeast	Fungi
Sphaerulina_musiva	4	0	4	109	3.7	Cause of leaf spot and canker disease on poplar trees	Fungi
Spizellomyces_punctatus	3	0	3	159	1.9	Fungus with weird mitochondrial genome	Fungi
Sporisorium_reilianum	3	0	3	117	2.6	Causal agent of maize head smut	Fungi
Dactylellina_haptotyla	5	0	5	115	4.3	Nematode-trapping fungus	Fungi
Dacryopinax_sp	4	0	4	109	3.7	Jelly fungus - causes extensive decay in dead wood	Fungi
Cyphellophora_europaea	4	0	4	112	3.6	Black yeast-like fungus	Fungi
Sporobolomyces_roseus	2	0	2	96	2.1	Red yeast, related to rusts and smuts	Fungi
Sporothrix_brasiliensis	6	0	6	101	5.9	Soil-dwelling fungus - possible causitive agent of sporotrichosis	Fungi
Spraguea_lophii	0	0	0	35	0.0	Microsporidian that infects Monkfish	Fungi
Stachybotrys_chartarum	6	0	6	105	5.7	Black mold that causes poor indoor air quality	Fungi
Stachybotrys_chlorohalonata	6	0	6	106	5.7	Black mold that causes poor indoor air quality	Fungi
Stagonospora_nodorum	4	0	4	120	3.3	Septoria nodorum, pathogen of wheat and related cereals, cause of glum	Fungi
Dichomitus_squalens	1	0	1	68	1.5	Western red rot	Fungi
Cryptococcus_neoformans	2	0	2	114	1.8	Cryptococcus neoformans	Fungi
Cryptococcus_gattii	3	0	3	109	2.8	Encapsulated yeast found primarily in tropical and subtropical climate	Fungi
Cladophialophora_psammophila	5	0	5	114	4.4	Black yeast	Fungi
Cladophialophora_immunda	5	0	5	117	4.3	Black yeast	Fungi
Cladophialophora_bantiana	5	0	5	112	4.5	Dematiaceous fungus - causes brain abscesses	Fungi
Scleroderma_citrinum	6	0	6	251	2.4	Pigskin poison puffball	Fungi
Suillus_luteus	6	0	6	153	3.9	Slippery Jack mushroom	Fungi
Talaromyces_stipitatus	4	0	4	132	3.0	Non-pathogenic filamentous fungus	Fungi
Ceriporiopsis_subvermispora	6	0	6	138	4.3	White-rot fungus	Fungi
Sclerotinia_borealis	5	0	5	121	4.1	Pathogen infecting barley, rye and wheat	Fungi
Chaetomium_globosum	8	0	8	152	5.3	Mold allergen	Fungi
Chaetomium_thermophilum	9	0	9	108	8.3	Thermophilic filamentous fungus	Fungi
Drechslerella_stenobrocha	3	0	3	74	4.1	Constricting-ring-forming fungus	Fungi
Sclerotinia_sclerotiorum	3	0	3	91	3.3	Pathogenic fungus, causes fuzzy growths on plants	Fungi
Serendipita_vermifera	4	0	4	160	2.5	Jelly fungus	Fungi
Colletotrichum_fioriniae	7	0	7	110	6.4	Cause of bitter rot	Fungi
Serpula_lacrymans	6	0	6	293	2.0	Fungus (cause of dry rot)	Fungi
Cladophialophora_carrionii	5	0	5	111	4.5	Cause of chromoblastomycosis	Fungi
