Species, Nrbpprot, NprotRRM, NprotKH, Nmeas, NmeasRRM, NmeasKH, Nrectot, Nrecjple, Nrecid, Nrecinter, NrectotRRM, NrecjpleRRM, NrecidRRM, NrecinterRRM, NrectotKH, NrecjpleKH, NrecidKH, NrecinterKH, Nrncmptjple, Nrncmptid, Nmotifjple, Nmotifid
Fonsecaea_pedrosoi,119,69,8,0,0,0,11,11,3,3,10,10,2,2,1,1,1,1,11,3,11,3
Fragaria_vesca,489,218,23,0,0,0,95,95,7,7,86,86,7,7,9,9,0,0,45,4,34,4
Fragilariopsis_cylindrus,163,80,11,0,0,0,5,5,0,0,5,5,0,0,0,0,0,0,5,0,5,0
Fusarium_fujikuroi,120,70,8,0,0,0,15,15,2,2,14,14,1,1,1,1,1,1,14,2,13,2
Fusarium_graminearum,123,67,7,0,0,0,16,16,2,2,15,15,1,1,1,1,1,1,16,2,14,2
Fusarium_oxysporum,113,65,7,0,0,0,14,14,2,2,13,13,1,1,1,1,1,1,14,2,13,2
Fusarium_pseudograminearum,118,66,7,0,0,0,16,16,2,2,15,15,1,1,1,1,1,1,16,2,14,2
Fusarium_solani,107,66,8,0,0,0,15,15,2,2,14,14,1,1,1,1,1,1,14,2,13,2
Fusarium_verticillioides,109,64,8,0,0,0,15,15,2,2,14,14,1,1,1,1,1,1,14,2,13,2
Gadus_morhua,400,218,35,0,0,0,143,143,81,81,114,114,63,63,26,26,16,16,70,53,49,42
Gaeumannomyces_graminis,113,64,8,0,0,0,14,14,2,2,13,13,1,1,1,1,1,1,13,2,12,2
Galerina_marginata,163,77,7,0,0,0,14,14,0,0,13,13,0,0,1,1,0,0,13,0,12,0
Gallus_gallus,310,167,28,3,3,0,107,107,69,69,85,85,53,53,19,19,13,13,68,51,48,37
Gasterosteus_aculeatus,413,218,38,0,0,0,152,152,95,95,122,122,74,74,27,27,19,19,74,57,51,42
Geospiza_fortis,298,165,25,0,0,0,102,102,64,64,82,82,49,49,17,17,13,13,66,47,47,35
Giardia_lamblia,38,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glarea_lozoyensis,78,53,5,0,0,0,11,11,3,3,10,10,2,2,1,1,1,1,11,3,11,3
Globodera_pallida,270,104,20,0,0,0,30,30,1,1,24,24,1,1,6,6,0,0,25,1,23,1
Gloeophyllum_trabeum,150,81,7,0,0,0,14,14,0,0,13,13,0,0,1,1,0,0,14,0,14,0
Glycine_max,989,522,67,0,0,0,215,215,14,14,189,189,14,14,26,26,0,0,49,5,38,5
Gongylonema_pulchrum,256,152,43,0,0,0,41,41,1,1,34,34,1,1,7,7,0,0,30,1,26,1
Gorilla_gorilla,394,223,32,0,0,0,149,149,105,105,122,122,86,86,23,23,15,15,75,70,54,49
Gossypium_raimondii,626,313,38,0,0,0,172,172,11,11,154,154,11,11,18,18,0,0,48,5,36,5
Grosmannia_clavigera,104,62,8,0,0,0,17,17,1,1,16,16,0,0,1,1,1,1,17,1,15,1
Guillardia_theta,277,144,29,0,0,0,12,12,0,0,12,12,0,0,0,0,0,0,9,0,7,0
Gymnopus_luxurians,114,44,4,0,0,0,6,6,0,0,6,6,0,0,0,0,0,0,6,0,5,0
Haemonchus_contortus,325,171,37,0,0,0,59,58,11,10,49,48,9,8,10,10,2,2,31,8,26,7
Haemonchus_placei,179,89,26,0,0,0,32,31,7,6,25,24,5,4,7,7,2,2,27,6,23,6
Halyomorpha_halys,201,106,21,0,0,0,59,59,16,16,50,50,14,14,8,8,2,2,45,13,38,13
Harpegnathos_saltator,332,117,18,0,0,0,48,46,20,18,40,38,17,15,7,7,3,3,43,20,36,19
Hebeloma_cylindrosporum,144,80,7,0,0,0,14,14,0,0,13,13,0,0,1,1,0,0,14,0,12,0
Heliconius_melpomene,200,110,18,0,0,0,50,49,13,12,41,40,12,11,8,8,1,1,41,13,35,13
Heligmosomoides_bakeri,223,106,8,0,0,0,27,26,3,2,24,23,3,2,3,3,0,0,22,3,20,3
Helobdella_robusta,442,208,39,0,0,0,89,88,12,11,77,76,11,10,12,12,1,1,45,10,37,9
Hemiselmis_andersenii,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heterobasidion_annosum,157,74,7,0,0,0,14,14,0,0,13,13,0,0,1,1,0,0,14,0,12,0
Heterobasidion_irregulare,233,78,7,0,0,0,15,15,0,0,14,14,0,0,1,1,0,0,14,0,12,0
Heterorhabditis_bacteriophora,125,68,15,0,0,0,21,21,0,0,17,17,0,0,4,4,0,0,18,0,16,0
Histoplasma_capsulatum,112,68,9,0,0,0,11,11,3,3,10,10,2,2,1,1,1,1,11,3,11,3
Homo_sapiens,461,253,34,79,57,12,156,156,118,118,131,131,98,98,23,23,18,18,78,73,56,49
Hordeum_vulgare,355,174,28,0,0,0,61,61,2,2,54,54,2,2,7,7,0,0,29,1,24,1
Hyaloperonospora_arabidopsidis,157,77,6,0,0,0,12,12,0,0,12,12,0,0,0,0,0,0,11,0,11,0
Hydatigera_taeniaeformis,168,107,17,0,0,0,27,27,3,3,24,24,3,3,3,3,0,0,24,3,21,3
Hydnomerulius_pinastri,70,37,0,0,0,0,3,3,0,0,3,3,0,0,0,0,0,0,2,0,2,0
Hydra_magnipapillata,293,161,16,0,0,0,46,45,7,6,41,40,6,5,5,5,1,1,33,6,27,6
Hymenolepis_diminuta,168,107,18,0,0,0,19,19,4,4,18,18,4,4,1,1,0,0,16,4,16,4
Hymenolepis_microstoma,204,121,22,0,0,0,30,30,3,3,27,27,3,3,3,3,0,0,23,3,20,3
Hymenolepis_nana,200,117,22,0,0,0,31,31,5,5,29,29,4,4,2,2,1,1,25,5,22,4
Ictidomys_tridecemlineatus,377,215,30,0,0,0,145,145,93,93,121,121,79,79,21,21,14,14,81,65,55,48
Ixodes_scapularis,214,103,12,0,0,0,36,35,10,9,32,31,10,9,3,3,0,0,34,9,30,9
Jaapia_argillacea,158,81,8,0,0,0,16,16,0,0,15,15,0,0,1,1,0,0,14,0,13,0
Kazachstania_africana,85,49,7,0,0,0,7,7,1,1,7,7,1,1,0,0,0,0,6,1,6,1
Kazachstania_naganishii,81,48,7,0,0,0,7,7,1,1,7,7,1,1,0,0,0,0,6,1,6,1
Kluyveromyces_lactis,81,46,8,0,0,0,7,7,1,1,7,7,1,1,0,0,0,0,7,1,7,1
Kluyveromyces_thermotolerans,90,51,7,0,0,0,7,7,1,1,7,7,1,1,0,0,0,0,7,1,7,1
Kluyveromyces_waltii,92,48,6,0,0,0,7,7,1,1,7,7,1,1,0,0,0,0,7,1,7,1
Komagataella_pastoris,85,53,5,0,0,0,6,6,0,0,6,6,0,0,0,0,0,0,5,0,5,0
Kuraishia_capsulata,97,61,7,0,0,0,7,7,0,0,7,7,0,0,0,0,0,0,6,0,6,0
Laccaria_amethystina,167,86,8,0,0,0,16,16,0,0,15,15,0,0,1,1,0,0,14,0,12,0
Laccaria_bicolor,144,68,7,0,0,0,12,12,0,0,11,11,0,0,1,1,0,0,11,0,9,0
Lachancea_kluyveri,87,50,6,0,0,0,10,10,1,1,10,10,1,1,0,0,0,0,9,1,9,1
Lachancea_lanzarotensis,88,51,6,0,0,0,7,7,1,1,7,7,1,1,0,0,0,0,7,1,6,1
Lachancea_thermotolerans,90,51,7,0,0,0,7,7,1,1,7,7,1,1,0,0,0,0,7,1,7,1
Latimeria_chalumnae,383,187,32,0,0,0,121,121,74,74,98,98,58,58,21,21,15,15,76,57,53,43
Leersia_perrieri,434,232,27,0,0,0,95,95,5,5,84,84,5,5,11,11,0,0,39,3,29,3
Leishmania_braziliensis,157,80,5,0,0,0,30,30,7,7,29,29,7,7,1,1,0,0,23,6,21,5
Leishmania_infantum,158,83,3,0,0,0,30,30,6,6,29,29,6,6,1,1,0,0,23,5,21,4
Leishmania_major,152,83,3,4,4,0,30,30,7,7,29,29,7,7,1,1,0,0,25,6,22,5
Leishmania_mexicana,157,80,4,0,0,0,30,30,7,7,29,29,7,7,1,1,0,0,23,6,21,5
Lepisosteus_oculatus,383,183,32,0,0,0,120,120,75,75,97,97,58,58,20,20,14,14,74,55,51,41
Leptinotarsa_decemlineata,346,159,24,0,0,0,61,59,19,17,52,50,17,15,9,9,2,2,43,15,35,13
Leptosphaeria_maculans,110,64,7,0,0,0,13,13,1,1,12,12,1,1,1,1,0,0,13,1,12,1
Linum_usitatissimum,701,381,47,0,0,0,170,170,7,7,150,150,7,7,20,20,0,0,47,3,34,3
Litomosoides_sigmodontis,213,118,22,0,0,0,44,43,6,5,38,37,6,5,6,6,0,0,32,5,28,5
Loa_loa,207,113,23,0,0,0,41,40,5,4,35,34,5,4,6,6,0,0,33,5,28,5
Lodderomyces_elongisporus,92,53,7,0,0,0,4,4,0,0,4,4,0,0,0,0,0,0,4,0,4,0
Lottia_gigantea,313,137,18,0,0,0,49,48,16,15,43,42,14,13,6,6,2,2,42,14,34,12
Lotus_japonicus,576,291,37,0,0,0,93,93,3,3,81,81,3,3,12,12,0,0,39,3,30,3
Loxodonta_africana,377,211,31,0,0,0,135,135,91,91,112,112,74,74,20,20,14,14,80,68,54,49
Lucilia_cuprina,314,136,21,0,0,0,69,68,29,28,59,58,27,26,9,9,2,2,51,27,45,20
Lutzomyia_longipalpis,183,90,17,0,0,0,43,42,15,14,37,36,13,12,6,6,2,2,38,14,32,13
Macaca_fascicularis,403,229,34,0,0,0,154,154,97,97,127,127,80,80,23,23,14,14,79,66,54,45
Macaca_mulatta,417,245,36,0,0,0,171,171,118,118,145,145,100,100,23,23,15,15,77,67,53,46
Macrophomina_phaseolina,119,66,8,0,0,0,12,12,2,2,11,11,1,1,1,1,1,1,11,2,10,2
Macropus_eugenii,286,160,25,0,0,0,104,104,52,52,86,86,45,45,16,16,7,7,66,43,47,35
Magnaporthe_oryzae,136,66,7,0,0,0,15,15,3,3,14,14,2,2,1,1,1,1,14,3,13,3
Magnaporthe_poae,96,52,7,0,0,0,12,12,2,2,11,11,1,1,1,1,1,1,12,2,10,2
Malassezia_globosa,88,50,6,0,0,0,8,8,0,0,7,7,0,0,1,1,0,0,8,0,8,0
Malassezia_sympodialis,72,42,6,0,0,0,6,6,0,0,6,6,0,0,0,0,0,0,6,0,6,0
Malus_domestica,970,466,71,0,0,0,235,235,8,8,204,204,8,8,31,31,0,0,49,4,36,4
Manihot_esculenta,877,417,65,0,0,0,235,235,19,19,206,206,19,19,29,29,0,0,46,4,34,4
Marssonina_brunnea,114,66,8,0,0,0,14,14,3,3,13,13,2,2,1,1,1,1,14,3,11,3
Medicago_truncatula,521,278,39,0,0,0,120,120,8,8,102,102,8,8,18,18,0,0,48,5,34,5
Megaselia_scalaris,106,58,12,0,0,0,26,25,7,6,21,20,6,5,5,5,1,1,24,7,21,7
Melampsora_laricipopulina,146,80,9,0,0,0,13,13,0,0,12,12,0,0,1,1,0,0,12,0,10,0
Meleagris_gallopavo,278,155,24,0,0,0,99,99,55,55,79,79,45,45,17,17,8,8,69,43,50,33
Melitaea_cinxia,175,93,19,0,0,0,36,36,7,7,32,32,7,7,4,4,0,0,33,7,29,7
Meloidogyne_floridensis,326,174,35,0,0,0,40,40,2,2,32,32,1,1,8,8,1,1,28,2,22,2
Meloidogyne_hapla,239,110,25,0,0,0,26,25,2,1,23,22,2,1,3,3,0,0,24,2,21,2
Meloidogyne_incognita,315,149,33,0,0,0,47,44,5,2,43,40,4,1,4,4,1,1,24,3,20,3
Mesocestoides_corti,178,99,17,0,0,0,26,26,3,3,24,24,3,3,2,2,0,0,25,3,20,3
Metarhizium_acridum,105,58,7,0,0,0,13,13,2,2,12,12,1,1,1,1,1,1,13,2,12,2
Metarhizium_album,105,60,7,0,0,0,14,14,2,2,13,13,1,1,1,1,1,1,13,2,12,2
Metarhizium_anisopliae,113,62,7,0,0,0,16,16,2,2,15,15,1,1,1,1,1,1,15,2,14,2
Metarhizium_brunneum,110,59,6,0,0,0,15,15,2,2,14,14,1,1,1,1,1,1,14,2,13,2
Metarhizium_guizhouense,121,64,7,0,0,0,15,15,2,2,14,14,1,1,1,1,1,1,14,2,13,2
Metarhizium_majus,113,58,7,0,0,0,16,16,2,2,15,15,1,1,1,1,1,1,15,2,14,2
Metarhizium_robertsii,118,64,7,0,0,0,15,15,2,2,14,14,1,1,1,1,1,1,14,2,13,2
Meyerozyma_guilliermondii,79,47,5,0,0,0,6,6,0,0,6,6,0,0,0,0,0,0,5,0,4,0
Microbotryum_violaceum,121,70,6,0,0,0,10,10,0,0,9,9,0,0,1,1,0,0,10,0,9,0
Microcebus_murinus,286,157,25,0,0,0,111,111,54,54,92,92,46,46,16,16,6,6,67,44,51,38
Micromonas_pusilla,188,88,26,0,0,0,12,12,1,1,12,12,1,1,0,0,0,0,12,1,12,1
Micromonas_sp_RCC299,186,83,22,0,0,0,10,10,1,1,10,10,1,1,0,0,0,0,10,1,10,1
Microsporidia_sp,69,42,5,0,0,0,5,5,0,0,5,5,0,0,0,0,0,0,5,0,5,0
Microsporum_canis,105,65,7,0,0,0,13,13,2,2,12,12,1,1,1,1,1,1,13,2,12,2
Microsporum_gypseum,112,69,7,0,0,0,11,11,2,2,10,10,1,1,1,1,1,1,11,2,10,2
Millerozyma_farinosa,176,109,11,0,0,0,14,14,0,0,14,14,0,0,0,0,0,0,5,0,5,0
Mimulus_guttatus,484,255,27,0,0,0,118,118,4,4,106,106,4,4,12,12,0,0,44,3,34,3
Mixia_osmundae,116,73,7,0,0,0,10,10,0,0,9,9,0,0,1,1,0,0,9,0,9,0
Mnemiopsis_leidyi,320,142,45,0,0,0,23,23,4,4,22,22,4,4,1,1,0,0,23,4,19,4
Moniliophthora_perniciosa,87,44,3,0,0,0,5,5,0,0,5,5,0,0,0,0,0,0,5,0,5,0
Moniliophthora_roreri,299,90,7,0,0,0,15,15,0,0,14,14,0,0,1,1,0,0,14,0,13,0
Monodelphis_domestica,400,216,32,0,0,0,145,145,94,94,118,118,75,75,24,24,17,17,78,62,56,47
Monosiga_brevicollis,137,78,10,0,0,0,13,12,1,0,13,12,1,0,0,0,0,0,11,1,11,1
Mucor_circinelloides,187,100,15,0,0,0,16,15,1,0,14,13,1,0,2,2,0,0,11,1,11,1
Mus_musculus,424,245,33,5,2,3,140,140,107,107,115,115,86,86,22,22,18,18,77,72,55,50
Musa_acuminata,614,332,39,0,0,0,165,165,13,13,146,146,13,13,19,19,0,0,42,4,32,4
Musca_domestica,231,129,23,0,0,0,69,68,34,33,58,57,28,27,10,10,6,6,54,30,46,25
Mustela_putorius_furo,388,219,34,0,0,0,155,155,114,114,130,130,95,95,22,22,17,17,77,72,55,51
Myceliophthora_thermophila,106,63,7,0,0,0,15,15,3,3,14,14,2,2,1,1,1,1,15,3,14,3
Mycosphaerella_fijiensis,99,62,8,0,0,0,12,12,1,1,11,11,0,0,1,1,1,1,12,1,10,1
Mycosphaerella_graminicola,101,60,7,0,0,0,15,15,1,1,14,14,0,0,1,1,1,1,15,1,13,1
Myotis_brandtii,445,271,35,0,0,0,175,174,95,94,148,147,80,79,23,23,13,13,83,67,56,48
Myotis_lucifugus,448,270,33,0,0,0,155,155,102,102,130,130,85,85,21,21,15,15,80,67,56,47
Naegleria_gruberi,324,69,10,1,1,0,5,5,1,1,5,5,1,1,0,0,0,0,5,1,5,1
Nasonia_vitripennis,379,143,20,0,0,0,47,47,21,21,38,38,18,18,8,8,3,3,44,21,38,18
Naumovozyma_castellii,94,50,9,0,0,0,9,9,2,2,9,9,2,2,0,0,0,0,6,1,6,1
Naumovozyma_dairenensis,102,50,9,0,0,0,8,8,2,2,8,8,2,2,0,0,0,0,6,1,6,1
Necator_americanus,192,113,18,0,0,0,47,46,8,7,41,40,6,5,6,6,2,2,33,7,27,6
Nectria_haematococca,107,66,8,0,0,0,15,15,2,2,14,14,1,1,1,1,1,1,14,2,13,2
Nematocida_parisii_ertm1,34,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nematocida_sp,33,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nematostella_vectensis,324,160,24,1,1,0,58,58,12,12,47,47,10,10,11,11,2,2,46,12,36,11
Neofusicoccum_parvum,108,66,8,0,0,0,14,14,3,3,13,13,2,2,1,1,1,1,14,3,12,3
Neosartorya_fischeri,109,68,5,0,0,0,14,14,3,3,13,13,2,2,1,1,1,1,14,3,13,3
Neospora_caninum,147,86,11,0,0,0,6,6,0,0,6,6,0,0,0,0,0,0,6,0,6,0
Neurospora_crassa,116,70,8,2,2,0,16,16,3,3,14,14,2,2,2,2,1,1,15,3,13,3
Neurospora_discreta,110,69,8,0,0,0,14,14,2,2,13,13,1,1,1,1,1,1,14,2,13,2
Neurospora_tetrasperma,113,68,8,0,0,0,15,15,2,2,13,13,1,1,2,2,1,1,14,2,13,2
Nippostrongylus_brasiliensis,234,110,22,0,0,0,36,35,4,3,30,29,3,2,6,6,1,1,27,4,23,4
Nomascus_leucogenys,360,195,29,0,0,0,128,128,91,91,105,105,72,72,20,20,16,16,78,69,57,49
Nosema_apis,32,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nosema_bombycis,50,26,4,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0
Nosema_ceranae,29,12,2,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0
Ochotona_princeps,339,155,29,0,0,0,107,107,57,57,86,86,45,45,19,19,12,12,72,50,50,36
Octopus_bimaculoides,312,142,18,0,0,0,46,46,10,10,40,40,9,9,6,6,1,1,40,10,33,10
Oesophagostomum_dentatum,225,114,23,0,0,0,38,38,6,6,30,30,4,4,8,8,2,2,27,6,25,6
Ogataea_parapolymorpha,93,58,7,0,0,0,7,7,0,0,6,6,0,0,1,1,0,0,7,0,6,0
Oidiodendron_maius,112,65,8,0,0,0,12,12,3,3,11,11,2,2,1,1,1,1,12,3,10,3
Oikopleura_dioica,316,166,32,0,0,0,29,28,4,3,27,26,3,2,2,2,1,1,26,4,21,4
Onchocerca_flexuosa,214,125,26,0,0,0,37,37,0,0,31,31,0,0,6,6,0,0,28,0,23,0
Onchocerca_ochengi,243,137,25,0,0,0,48,47,5,4,42,41,5,4,6,6,0,0,33,5,27,5
Onchocerca_volvulus,210,113,22,0,0,0,44,43,5,4,38,37,5,4,6,6,0,0,35,5,29,5
Ophiocordyceps_sinensis,95,53,6,0,0,0,12,12,2,2,11,11,1,1,1,1,1,1,12,2,12,2
Ophiostoma_piceae_uamh,104,61,7,0,0,0,13,13,1,1,12,12,0,0,1,1,1,1,12,1,11,1
Ophisaurus_gracilis,307,175,28,0,0,0,113,113,60,60,92,92,48,48,18,18,10,10,71,48,52,37
Opisthorchis_viverrini,208,119,21,0,0,0,42,42,6,6,38,38,5,5,4,4,1,1,32,6,26,6
Ordospora_colligata,42,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oreochromis_niloticus,421,227,38,0,0,0,155,155,105,105,124,124,85,85,28,28,17,17,70,60,50,43
Ornithorhynchus_anatinus,311,180,25,0,0,0,119,119,53,53,100,100,43,43,16,16,8,8,73,47,54,38
Oryctolagus_cuniculus,409,220,40,0,0,0,155,155,111,111,124,124,92,92,28,28,16,16,72,69,54,48
Oryza_barthii,470,244,28,0,0,0,91,91,1,1,79,79,1,1,12,12,0,0,38,1,29,1
Oryza_brachyantha,432,217,25,0,0,0,87,87,3,3,76,76,3,3,11,11,0,0,40,2,30,2
Oryza_glaberrima,459,243,23,0,0,0,88,88,4,4,79,79,4,4,9,9,0,0,42,2,31,2
Oryza_glumaepatula,484,259,27,0,0,0,94,94,2,2,81,81,2,2,13,13,0,0,40,2,31,2
Oryza_indica,635,276,31,0,0,0,98,98,3,3,84,84,3,3,14,14,0,0,40,2,31,2
Oryza_longistaminata,372,195,23,0,0,0,73,73,2,2,62,62,2,2,11,11,0,0,32,2,27,2
Oryza_meridionalis,442,237,24,0,0,0,79,79,3,3,70,70,3,3,9,9,0,0,38,2,30,2
Oryza_nivara,478,250,29,0,0,0,92,92,1,1,80,80,1,1,12,12,0,0,37,1,28,1
Oryza_punctata,489,253,26,0,0,0,95,95,5,5,84,84,5,5,11,11,0,0,37,3,28,3
Oryza_rufipogon,492,261,29,0,0,0,89,89,2,2,77,77,2,2,12,12,0,0,40,2,31,2
Oryza_sativa,451,229,28,0,0,0,91,91,4,4,81,81,4,4,10,10,0,0,42,2,32,2
Oryzias_latipes,397,220,30,0,0,0,147,147,87,87,122,122,69,69,23,23,16,16,73,57,52,42
Ostreococcus_RCC809,137,62,18,0,0,0,11,10,2,1,10,9,2,1,1,1,0,0,10,2,10,2
Ostreococcus_lucimarinus,132,64,17,0,0,0,14,13,1,0,13,12,1,0,1,1,0,0,12,1,12,1
Ostreococcus_tauri,126,58,16,2,2,0,11,10,3,2,10,9,3,2,1,1,0,0,10,3,10,3
Otolemur_garnettii,432,237,35,0,0,0,166,166,115,115,140,140,94,94,23,23,18,18,80,69,56,49
Ovis_aries,430,235,37,0,0,0,163,163,112,112,133,133,89,89,27,27,20,20,78,69,55,48
Oxytricha_trifallax,248,132,9,0,0,0,3,3,0,0,3,3,0,0,0,0,0,0,3,0,3,0
Pan_troglodytes,369,205,29,0,0,0,130,130,101,101,107,107,83,83,20,20,15,15,76,73,56,50
Panicum_virgatum,1449,520,65,0,0,0,190,190,7,7,162,162,7,7,28,28,0,0,38,2,27,2
Papio_anubis,395,221,33,0,0,0,157,157,113,113,130,130,92,92,24,24,18,18,76,68,55,46
Paracoccidioides_brasiliensis,117,62,7,0,0,0,13,13,2,2,12,12,1,1,1,1,1,1,13,2,13,2
Paracoccidioides_sp_lutzii,135,64,7,0,0,0,13,13,2,2,12,12,1,1,1,1,1,1,13,2,13,2
Paramecium_tetraurelia,442,198,13,0,0,0,11,11,0,0,11,11,0,0,0,0,0,0,6,0,5,0
Parascaris_equorum,115,78,17,0,0,0,24,24,0,0,21,21,0,0,3,3,0,0,21,0,19,0
Parastrongyloides_trichosuri,182,88,20,0,0,0,32,31,7,6,23,22,4,3,9,9,3,3,25,6,22,6
Paxillus_involutus,89,38,2,0,0,0,5,5,0,0,5,5,0,0,0,0,0,0,4,0,4,0
Paxillus_rubicundulus,148,81,7,0,0,0,15,15,0,0,14,14,0,0,1,1,0,0,14,0,13,0
Pediculus_humanus,197,103,19,0,0,0,52,50,20,18,43,41,17,15,8,8,3,3,47,20,38,18
Pelodiscus_sinensis,328,175,29,0,0,0,118,118,71,71,95,95,58,58,20,20,12,12,73,54,50,41
Penicillium_chrysogenum,114,69,6,0,0,0,13,13,2,2,12,12,1,1,1,1,1,1,13,2,13,2
Penicillium_digitatum,110,71,7,0,0,0,13,13,3,3,12,12,2,2,1,1,1,1,13,3,13,3
Penicillium_expansum,101,64,7,0,0,0,11,11,3,3,10,10,2,2,1,1,1,1,11,3,11,3
Penicillium_italicum,109,68,7,0,0,0,13,13,3,3,12,12,2,2,1,1,1,1,13,3,13,3
Penicillium_marneffei,125,67,6,0,0,0,14,14,3,3,13,13,2,2,1,1,1,1,14,3,12,3
Penicillium_oxalicum,110,65,7,0,0,0,14,14,3,3,13,13,2,2,1,1,1,1,14,3,14,3
Penicillium_rubens,114,69,6,0,0,0,13,13,2,2,12,12,1,1,1,1,1,1,13,2,13,2
Penicillium_solitum,109,68,6,0,0,0,12,12,3,3,11,11,2,2,1,1,1,1,12,3,12,3
Pestalotiopsis_fici,119,68,8,0,0,0,14,14,2,2,13,13,1,1,1,1,1,1,12,2,12,2
Petromyzon_marinus,186,104,19,0,0,0,65,64,22,21,51,50,17,16,12,12,5,5,39,20,36,18
Phaeodactylum_tricornutum,152,69,10,0,0,0,4,4,0,0,4,4,0,0,0,0,0,0,4,0,4,0
Phaeosphaeria_nodorum,105,63,8,0,0,0,12,12,1,1,11,11,0,0,1,1,1,1,12,1,11,1
Phanerochaete_carnosa,131,69,7,0,0,0,13,13,0,0,12,12,0,0,1,1,0,0,13,0,13,0
Phanerochaete_chrysosporium,163,72,7,0,0,0,14,14,0,0,13,13,0,0,1,1,0,0,14,0,13,0
Phlebiopsis_gigantea,140,83,6,0,0,0,14,14,0,0,13,13,0,0,1,1,0,0,14,0,13,0
Phlebotomus_papatasi,169,90,17,0,0,0,48,47,17,16,42,41,15,14,6,6,2,2,42,15,36,13
Phoenix_dactylifera,397,229,34,0,0,0,92,92,1,1,77,77,1,1,15,15,0,0,32,1,29,1
Phycomyces_blakesleeanus,204,100,13,0,0,0,18,17,1,0,17,16,1,0,1,1,0,0,15,1,14,1
Physcomitrella_patens,406,175,13,4,3,0,62,62,6,6,57,57,6,6,5,5,0,0,26,4,21,3
Phytophthora_capsici,170,68,5,0,0,0,10,10,1,1,10,10,1,1,0,0,0,0,10,1,10,1
Phytophthora_infestans,190,79,8,0,0,0,13,13,1,1,13,13,1,1,0,0,0,0,12,1,12,1
Phytophthora_kernoviae,118,58,6,0,0,0,12,12,1,1,12,12,1,1,0,0,0,0,12,1,12,1
Phytophthora_lateralis,139,56,5,0,0,0,7,7,0,0,7,7,0,0,0,0,0,0,7,0,7,0
Phytophthora_parasitica,230,74,8,0,0,0,11,11,1,1,11,11,1,1,0,0,0,0,11,1,11,1
Phytophthora_ramorum,274,76,6,1,1,0,13,13,0,0,13,13,0,0,0,0,0,0,12,0,11,0
Phytophthora_sojae,355,71,7,0,0,0,10,10,1,1,10,10,1,1,0,0,0,0,10,1,10,1
Pichia_kudriavzevii,95,59,7,0,0,0,6,6,0,0,6,6,0,0,0,0,0,0,5,0,4,0
Pichia_pastoris,85,53,5,0,0,0,6,6,0,0,6,6,0,0,0,0,0,0,5,0,5,0
Pichia_stipitis,84,52,6,0,0,0,8,8,0,0,7,7,0,0,1,1,0,0,7,0,6,0
Piloderma_croceum,170,81,8,0,0,0,17,17,0,0,16,16,0,0,1,1,0,0,15,0,13,0
Piriformospora_indica,131,78,7,0,0,0,14,14,0,0,13,13,0,0,1,1,0,0,14,0,13,0
Pisolithus_microcarpus,198,86,9,0,0,0,15,15,0,0,14,14,0,0,1,1,0,0,14,0,13,0
Pisolithus_tinctorius,243,84,8,0,0,0,15,15,0,0,14,14,0,0,1,1,0,0,14,0,13,0
Plasmodium_berghei,102,71,5,0,0,0,15,15,7,7,14,14,7,7,1,1,0,0,15,7,13,6
Plasmodium_chabaudi,103,72,5,0,0,0,17,17,7,7,16,16,7,7,1,1,0,0,17,7,15,6
Plasmodium_falciparum,104,69,5,8,8,0,15,15,8,8,14,14,8,8,1,1,0,0,15,8,14,7
Plasmodium_knowlesi,105,72,5,0,0,0,15,15,6,6,14,14,6,6,1,1,0,0,15,6,14,5
Plasmodium_vivax,103,72,5,0,0,0,16,16,5,5,15,15,5,5,1,1,0,0,16,5,15,4
Plasmodium_yoelii,97,73,5,0,0,0,16,16,6,6,15,15,6,6,1,1,0,0,15,6,13,5
Pleurotus_ostreatus,164,75,7,0,0,0,13,13,0,0,12,12,0,0,1,1,0,0,12,0,11,0
Plicaturopsis_crispa,21,10,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0
Pneumocystis_carinii,204,135,18,0,0,0,32,32,0,0,27,27,0,0,5,5,0,0,13,0,13,0
Pneumocystis_murina,98,61,7,0,0,0,14,14,0,0,12,12,0,0,2,2,0,0,13,0,13,0
Podospora_anserina,117,68,7,0,0,0,14,14,3,3,13,13,2,2,1,1,1,1,14,3,12,3
Poecilia_formosa,443,243,35,0,0,0,156,156,101,101,128,128,81,81,25,25,17,17,73,57,50,43
Pogona_vitticeps,351,192,30,0,0,0,118,118,80,80,95,95,66,66,20,20,12,12,75,61,53,44
Polysphondylium_pallidum,160,91,7,0,0,0,8,8,0,0,8,8,0,0,0,0,0,0,7,0,7,0
