Species, Nrbpprot, NprotRRM, NprotKH, Nmeas, NmeasRRM, NmeasKH, Nrectot, Nrecjple, Nrecid, Nrecinter, NrectotRRM, NrecjpleRRM, NrecidRRM, NrecinterRRM, NrectotKH, NrecjpleKH, NrecidKH, NrecinterKH, Nrncmptjple, Nrncmptid, Nmotifjple, Nmotifid
Angiostrongylus_costaricensis,135,86,16,0,0,0,38,38,6,6,34,34,4,4,4,4,2,2,27,5,22,5
Anisakis_simplex,208,126,22,0,0,0,29,29,2,2,24,24,2,2,5,5,0,0,27,2,24,2
Anncaliia_algerae,59,29,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0
Anolis_carolinensis,418,184,30,0,0,0,114,114,78,78,91,91,62,62,20,20,13,13,70,60,51,43
Anopheles_albimanus,203,119,17,0,0,0,50,48,20,18,42,40,18,16,7,7,2,2,45,20,41,17
Anopheles_arabiensis,219,120,18,0,0,0,50,48,19,17,43,41,18,16,6,6,1,1,43,17,40,15
Anopheles_atroparvus,204,121,17,0,0,0,49,47,22,20,41,39,20,18,7,7,2,2,40,21,37,19
Anopheles_christyi,183,101,18,0,0,0,43,41,18,16,35,33,16,14,7,7,2,2,40,17,34,15
Anopheles_coluzzii,191,114,15,0,0,0,47,45,17,15,41,39,15,13,5,5,2,2,40,16,36,14
Anopheles_culicifacies,212,119,19,0,0,0,53,51,20,18,44,42,18,16,8,8,2,2,44,19,38,16
Anopheles_darlingi,193,109,19,0,0,0,50,48,24,22,42,40,21,19,7,7,3,3,45,23,39,19
Anopheles_dirus,212,121,18,0,0,0,49,47,21,19,42,40,19,17,6,6,2,2,42,20,38,17
Anopheles_epiroticus,214,119,17,0,0,0,51,48,23,20,44,41,22,19,6,6,1,1,43,22,39,19
Anopheles_farauti,209,119,19,0,0,0,52,50,20,18,45,43,19,17,6,6,1,1,41,19,37,17
Anopheles_funestus,223,122,21,0,0,0,56,54,23,21,46,44,22,20,9,9,1,1,46,21,41,18
Anopheles_gambiae,221,130,20,0,0,0,51,49,25,23,44,42,23,21,7,7,2,2,45,25,41,20
Anopheles_maculatus,178,98,17,0,0,0,38,37,14,13,29,28,12,11,8,8,2,2,33,13,30,12
Anopheles_melas,223,124,21,0,0,0,51,49,20,18,43,41,18,16,7,7,2,2,39,18,36,16
Anopheles_merus,191,110,18,0,0,0,41,39,18,16,35,33,17,15,6,6,1,1,35,17,32,15
Anopheles_minimus,216,118,20,0,0,0,54,52,24,22,45,43,22,20,8,8,2,2,46,22,41,19
Anopheles_quadriannulatus,218,120,19,0,0,0,52,50,21,19,44,42,19,17,7,7,2,2,44,21,40,19
Anopheles_sinensis,178,105,10,0,0,0,37,36,18,17,32,31,17,16,4,4,1,1,34,18,31,16
Anopheles_stephensi,222,120,18,0,0,0,51,49,21,19,43,41,20,18,7,7,1,1,44,20,39,18
Apis_mellifera,218,121,20,0,0,0,55,53,26,24,47,45,24,22,7,7,2,2,48,24,42,22
Aptenodytes_forsteri,293,158,25,0,0,0,106,106,68,68,85,85,54,54,18,18,12,12,70,48,51,38
Aquilegia_coerulea,405,197,26,0,0,0,85,85,7,7,74,74,7,7,11,11,0,0,44,4,32,4
Arabidopsis_lyrata,543,288,28,0,0,0,111,111,7,7,101,101,7,7,10,10,0,0,48,4,35,4
Arabidopsis_thaliana,469,248,28,1,1,0,101,101,6,6,91,91,6,6,10,10,0,0,47,4,34,4
Arthrobotrys_oligospora,119,70,9,0,0,0,13,13,3,3,12,12,2,2,1,1,1,1,13,3,12,3
Arthroderma_benhamiae,97,63,7,0,0,0,12,12,2,2,11,11,1,1,1,1,1,1,12,2,11,2
Arthroderma_otae,104,65,7,0,0,0,13,13,2,2,12,12,1,1,1,1,1,1,13,2,12,2
Ascaris_lumbricoides,150,88,20,0,0,0,39,39,3,3,34,34,3,3,5,5,0,0,26,2,21,2
Ascaris_suum,234,131,25,0,0,0,48,47,6,5,42,41,6,5,6,6,0,0,32,5,30,5
Ashbya_gossypii,89,52,6,0,0,0,8,8,1,1,8,8,1,1,0,0,0,0,8,1,8,1
Aspergillus_carbonarius,105,69,7,0,0,0,14,14,3,3,13,13,2,2,1,1,1,1,13,3,13,3
Aspergillus_clavatus,114,69,5,0,0,0,12,12,2,2,11,11,1,1,1,1,1,1,12,2,12,2
Aspergillus_flavus,108,64,6,0,0,0,11,11,2,2,10,10,1,1,1,1,1,1,11,2,11,2
Aspergillus_fumigatus,104,66,5,0,0,0,12,12,3,3,11,11,2,2,1,1,1,1,12,3,12,3
Aspergillus_nidulans,111,68,7,2,1,1,15,15,3,3,14,14,2,2,1,1,1,1,15,3,14,3
Aspergillus_niger,112,66,6,0,0,0,14,14,2,2,13,13,1,1,1,1,1,1,14,2,13,2
Aspergillus_oryzae,115,69,6,0,0,0,15,15,2,2,14,14,1,1,1,1,1,1,14,2,13,2
Aspergillus_ruber,119,71,7,0,0,0,12,12,3,3,11,11,2,2,1,1,1,1,12,3,12,3
Aspergillus_terreus,104,61,6,0,0,0,14,14,2,2,13,13,1,1,1,1,1,1,13,2,12,2
Astyanax_mexicanus,439,241,41,0,0,0,161,161,95,95,133,133,77,77,27,27,18,18,73,57,52,42
Atta_cephalotes,231,130,19,0,0,0,56,56,15,15,47,47,14,14,8,8,1,1,50,15,40,14
Aureobasidium_melanogenum,115,68,9,0,0,0,12,12,2,2,11,11,1,1,1,1,1,1,12,2,12,2
Aureobasidium_pullulans,114,70,8,0,0,0,12,12,3,3,11,11,2,2,1,1,1,1,12,3,12,3
Aureobasidium_subglaciale,114,69,8,0,0,0,12,12,2,2,11,11,1,1,1,1,1,1,12,2,12,2
Aureococcus_anophagefferens,142,73,11,0,0,0,8,8,0,0,8,8,0,0,0,0,0,0,6,0,6,0
Babesia_bovis,85,56,4,0,0,0,8,8,0,0,8,8,0,0,0,0,0,0,7,0,7,0
Batrachochytrium_dendrobatidis,124,75,7,0,0,0,15,15,0,0,14,14,0,0,1,1,0,0,13,0,13,0
Baudoinia_compniacensis,112,65,9,0,0,0,10,10,1,1,9,9,0,0,1,1,1,1,10,1,8,1
Beauveria_bassiana,112,64,7,0,0,0,14,14,2,2,13,13,1,1,1,1,1,1,14,2,12,2
Bigelowiella_natans,375,141,19,0,0,0,10,10,0,0,10,10,0,0,0,0,0,0,9,0,8,0
Biomphalaria_glabrata,154,79,15,0,0,0,34,33,5,4,29,28,4,3,5,5,1,1,28,5,23,5
Bipolaris_maydis,109,68,7,0,0,0,11,11,2,2,10,10,1,1,1,1,1,1,11,2,10,2
Bipolaris_oryzae,111,68,7,0,0,0,11,11,2,2,10,10,1,1,1,1,1,1,11,2,10,2
Bipolaris_sorokiniana,120,68,7,0,0,0,11,11,2,2,10,10,1,1,1,1,1,1,11,2,11,2
Bipolaris_victoriae,112,68,8,0,0,0,10,10,2,2,9,9,1,1,1,1,1,1,10,2,10,2
Bipolaris_zeicola,115,67,8,0,0,0,10,10,2,2,9,9,1,1,1,1,1,1,10,2,10,2
Blastomyces_dermatitidis,117,68,8,0,0,0,14,14,3,3,13,13,2,2,1,1,1,1,13,3,13,3
Blumeria_graminis,102,59,7,0,0,0,15,15,3,3,14,14,2,2,1,1,1,1,15,3,13,3
Boechera_stricta,451,228,31,0,0,0,108,108,7,7,96,96,7,7,12,12,0,0,48,4,34,4
Bombyx_mori,211,112,18,0,0,0,46,46,14,14,40,40,13,13,6,6,1,1,40,14,34,12
Bos_grunniens,395,219,30,0,0,0,150,150,102,102,127,127,83,83,20,20,16,16,80,66,54,46
Bos_taurus,385,215,31,0,0,0,141,141,103,103,117,117,85,85,21,21,15,15,79,72,56,50
Botryobasidium_botryosum,159,81,8,0,0,0,11,11,0,0,10,10,0,0,1,1,0,0,11,0,11,0
Botrytis_cinerea,120,71,7,0,0,0,17,17,3,3,16,16,2,2,1,1,1,1,16,3,15,3
Brachypodium_distachyon,477,233,26,0,0,0,92,92,5,5,81,81,5,5,11,11,0,0,38,3,29,3
Branchiostoma_floridae,1172,229,28,0,0,0,96,96,25,25,85,85,22,22,11,11,3,3,54,16,42,14
Brassica_oleracea,946,450,43,0,0,0,183,183,11,11,165,165,11,11,18,18,0,0,46,4,33,4
Brassica_rapa,733,387,35,0,0,0,173,173,8,8,154,154,8,8,19,19,0,0,47,4,33,4
Brettanomyces_bruxellensis,70,46,6,0,0,0,4,4,0,0,4,4,0,0,0,0,0,0,4,0,4,0
Brugia_malayi,221,126,27,0,0,0,45,44,5,4,38,37,5,4,7,7,0,0,30,5,27,5
Brugia_timori,174,103,18,0,0,0,26,25,2,1,23,22,2,1,3,3,0,0,22,2,19,2
Buceros_rhinoceros,241,134,21,0,0,0,85,85,46,46,68,68,35,35,14,14,10,10,60,35,47,29
Bursaphelenchus_xylophilus,197,100,23,0,0,0,34,33,2,1,28,27,2,1,6,6,0,0,30,2,26,2
Byssochlamys_spectabilis,105,63,7,0,0,0,14,14,2,2,13,13,1,1,1,1,1,1,13,2,13,2
Caenorhabditis_brenneri,316,164,36,0,0,0,68,66,15,13,55,53,11,9,13,13,4,4,41,10,35,7
Caenorhabditis_briggsae,266,124,28,0,0,0,51,50,11,10,44,43,10,9,7,7,1,1,43,11,36,7
Caenorhabditis_elegans,232,110,28,11,9,0,51,50,12,11,42,41,10,9,9,9,2,2,43,11,37,7
Caenorhabditis_japonica,474,130,30,0,0,0,53,53,9,9,45,45,9,9,8,8,0,0,41,8,37,6
Caenorhabditis_remanei,396,160,49,0,0,0,63,62,11,10,49,48,10,9,14,14,1,1,42,11,36,7
Callithrix_jacchus,499,297,39,0,0,0,216,216,148,148,186,186,127,127,27,27,18,18,82,71,55,50
Calypte_anna,298,163,28,0,0,0,105,105,62,62,83,83,48,48,19,19,12,12,69,46,50,37
Camponotus_floridanus,291,114,17,0,0,0,52,50,22,20,44,42,21,19,7,7,1,1,46,22,39,20
Candida_albicans,175,102,13,0,0,0,12,12,0,0,10,10,0,0,2,2,0,0,6,0,5,0
Candida_dubliniensis,96,57,7,0,0,0,6,6,0,0,6,6,0,0,0,0,0,0,5,0,4,0
Candida_glabrata,90,53,6,0,0,0,9,9,2,2,9,9,2,2,0,0,0,0,7,1,7,1
Candida_guilliermondii,79,47,5,0,0,0,6,6,0,0,6,6,0,0,0,0,0,0,5,0,4,0
Candida_lusitaniae,83,47,7,0,0,0,6,6,0,0,6,6,0,0,0,0,0,0,6,0,6,0
Candida_maltosa,85,53,7,0,0,0,7,7,0,0,7,7,0,0,0,0,0,0,6,0,5,0
Candida_orthopsilosis,86,52,6,0,0,0,8,8,0,0,7,7,0,0,1,1,0,0,7,0,6,0
Candida_parapsilosis,84,50,6,0,0,0,7,7,0,0,7,7,0,0,0,0,0,0,6,0,5,0
Candida_tenuis,77,51,7,0,0,0,6,6,0,0,6,6,0,0,0,0,0,0,5,0,5,0
Candida_tropicalis,86,50,6,0,0,0,8,8,0,0,8,8,0,0,0,0,0,0,7,0,6,0
Canis_familiaris,411,229,33,0,0,0,160,160,110,110,134,134,90,90,23,23,17,17,79,70,56,50
Cannabis_sativa,406,204,28,0,0,0,86,86,4,4,77,77,4,4,9,9,0,0,49,4,36,4
Capitella_teleta,402,155,18,0,0,0,46,45,14,13,40,39,13,12,6,6,1,1,41,14,35,13
Capronia_coronata,108,62,7,0,0,0,11,11,3,3,10,10,2,2,1,1,1,1,11,3,11,3
Capronia_epimyces,108,65,7,0,0,0,11,11,3,3,10,10,2,2,1,1,1,1,11,3,11,3
Capronia_semiimmersa,114,66,7,0,0,0,13,13,3,3,12,12,2,2,1,1,1,1,13,3,11,3
Capsaspora_owczarzaki,139,76,4,0,0,0,9,8,1,0,9,8,1,0,0,0,0,0,8,1,8,1
Capsella_grandiflora,449,233,26,0,0,0,98,98,7,7,88,88,7,7,10,10,0,0,47,4,34,4
Capsella_rubella,468,249,27,0,0,0,106,106,7,7,96,96,7,7,10,10,0,0,49,4,35,4
Carica_papaya,363,163,26,0,0,0,80,80,5,5,71,71,5,5,9,9,0,0,42,4,32,4
Cavia_porcellus,378,209,32,0,0,0,138,138,98,98,113,113,79,79,22,22,16,16,77,69,53,50
Ceriporiopsis_subvermispora,138,68,7,0,0,0,13,13,0,0,12,12,0,0,1,1,0,0,13,0,11,0
Chaetomium_globosum,152,65,6,0,0,0,16,16,3,3,15,15,2,2,1,1,1,1,15,3,14,3
Chaetomium_thermophilum,108,66,7,0,0,0,15,15,3,3,14,14,2,2,1,1,1,1,15,3,14,3
Chelonia_mydas,299,170,23,0,0,0,114,114,58,58,94,94,46,46,18,18,11,11,78,47,55,36
Chlamydomonas_reinhardtii,132,84,9,0,0,0,16,16,1,1,16,16,1,1,0,0,0,0,15,1,13,1
Chlorella_NC64A,173,94,13,0,0,0,16,16,2,2,16,16,2,2,0,0,0,0,16,2,14,2
Chlorella_vulgaris,143,84,9,0,0,0,16,16,2,2,16,16,2,2,0,0,0,0,15,2,15,2
Chlorocebus_sabaeus,380,211,34,0,0,0,141,141,105,105,113,113,84,84,25,25,18,18,76,70,55,49
Choloepus_hoffmanni,253,133,21,0,0,0,91,91,41,41,74,74,33,33,16,16,7,7,60,34,44,30
Chroomonas_mesostigmatica,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cicer_arietinum,490,228,39,0,0,0,104,104,6,6,93,93,6,6,11,11,0,0,47,4,34,4
Cimex_lectularius,226,104,20,0,0,0,53,51,17,15,43,41,16,14,10,10,1,1,47,15,38,14
Ciona_intestinalis,210,112,13,0,0,0,50,50,10,10,45,45,9,9,5,5,1,1,41,10,34,10
Ciona_savignyi,163,95,15,0,0,0,42,42,7,7,39,39,6,6,3,3,1,1,36,7,31,7
Citrullus_lanatus,337,173,23,0,0,0,89,89,3,3,81,81,3,3,8,8,0,0,49,3,36,3
Citrus_clementina,393,194,25,0,0,0,92,92,7,7,83,83,7,7,9,9,0,0,47,5,35,5
Citrus_sinensis,384,189,23,0,0,0,91,91,5,5,81,81,5,5,10,10,0,0,45,4,35,4
Cladophialophora_bantiana,112,68,7,0,0,0,11,11,3,3,10,10,2,2,1,1,1,1,11,3,11,3
Cladophialophora_carrionii,111,66,7,0,0,0,13,13,3,3,12,12,2,2,1,1,1,1,13,3,11,3
Cladophialophora_immunda,117,63,7,0,0,0,11,11,3,3,10,10,2,2,1,1,1,1,11,3,11,3
Cladophialophora_psammophila,114,68,7,0,0,0,13,12,3,2,12,11,2,1,1,1,1,1,11,3,10,3
Cladophialophora_yegresii,108,63,6,0,0,0,12,12,3,3,11,11,2,2,1,1,1,1,12,3,11,3
Claviceps_purpurea,115,61,7,0,0,0,15,15,1,1,14,14,0,0,1,1,1,1,15,1,13,1
Clavispora_lusitaniae,83,47,7,0,0,0,6,6,0,0,6,6,0,0,0,0,0,0,6,0,6,0
Clonorchis_sinensis,216,113,20,0,0,0,45,45,6,6,40,40,5,5,5,5,1,1,32,6,25,6
Coccidioides_immitis,111,66,7,0,0,0,13,13,3,3,12,12,2,2,1,1,1,1,13,3,12,3
Coccidioides_posadasii,115,66,7,0,0,0,13,13,3,3,12,12,2,2,1,1,1,1,13,3,12,3
Coccomyxa_subellipsoidea_C169,146,81,9,0,0,0,17,17,2,2,17,17,2,2,0,0,0,0,16,2,16,2
Cochliobolus_heterostrophus_C5,119,57,7,0,0,0,10,10,2,2,9,9,1,1,1,1,1,1,10,2,10,2
Colletotrichum_fioriniae,110,65,7,0,0,0,15,15,3,3,14,14,2,2,1,1,1,1,14,3,13,3
Colletotrichum_gloeosporioides,109,63,7,0,0,0,15,15,3,3,14,14,2,2,1,1,1,1,14,3,13,3
Colletotrichum_graminicola,110,65,8,0,0,0,14,14,3,3,13,13,2,2,1,1,1,1,13,3,12,3
Colletotrichum_higginsianum,116,66,9,0,0,0,18,18,2,2,17,17,1,1,1,1,1,1,15,2,14,2
Colletotrichum_orbiculare,109,63,8,0,0,0,13,13,2,2,12,12,1,1,1,1,1,1,13,2,11,2
Colletotrichum_sublineola,106,62,8,0,0,0,14,14,3,3,13,13,2,2,1,1,1,1,13,3,12,3
Coniosporium_apollinis,113,66,7,0,0,0,13,13,2,2,12,12,1,1,1,1,1,1,13,2,11,2
Coprinopsis_cinerea,142,77,7,0,0,0,14,14,0,0,13,13,0,0,1,1,0,0,14,0,13,0
Cordyceps_militaris,101,60,7,0,0,0,13,13,2,2,12,12,1,1,1,1,1,1,13,2,11,2
Crassostrea_gigas,1024,132,21,0,0,0,45,44,16,15,38,37,13,12,7,7,3,3,35,15,30,14
Cryphonectria_parasitica,107,70,9,0,0,0,15,15,2,2,14,14,1,1,1,1,1,1,14,2,13,2
Cryptococcus_gattii,109,65,7,0,0,0,6,6,0,0,5,5,0,0,1,1,0,0,6,0,6,0
Cryptococcus_neoformans,114,66,7,0,0,0,7,7,0,0,6,6,0,0,1,1,0,0,7,0,7,0
Cryptosporidium_hominis,68,41,6,0,0,0,3,3,0,0,3,3,0,0,0,0,0,0,3,0,3,0
Cryptosporidium_muris,86,52,6,0,0,0,3,3,0,0,3,3,0,0,0,0,0,0,3,0,3,0
Cryptosporidium_parvum,78,48,6,0,0,0,5,5,0,0,5,5,0,0,0,0,0,0,5,0,5,0
Cucumis_sativus,331,164,23,0,0,0,86,86,5,5,76,76,5,5,10,10,0,0,48,4,37,4
Culex_pipiens,387,239,25,0,0,0,55,53,26,24,44,42,23,21,10,10,3,3,41,24,38,20
Culex_quinquefasciatus,299,179,26,0,0,0,56,54,27,25,44,42,23,21,11,11,4,4,42,25,38,20
Cyanidioschyzon_merolae,54,29,3,0,0,0,3,3,0,0,3,3,0,0,0,0,0,0,2,0,2,0
Cylicostephanus_goldi,101,53,14,0,0,0,12,12,0,0,10,10,0,0,2,2,0,0,12,0,12,0
Cyphellophora_europaea,112,67,7,0,0,0,13,13,3,3,12,12,2,2,1,1,1,1,13,3,11,3
Dacryopinax_sp,109,66,7,0,0,0,12,12,0,0,11,11,0,0,1,1,0,0,12,0,11,0
Dactylellina_haptotyla,115,70,8,0,0,0,14,14,3,3,13,13,2,2,1,1,1,1,13,3,12,3
Danaus_plexippus,237,119,18,0,0,0,56,55,23,22,46,45,22,21,9,9,1,1,44,21,36,19
Danio_rerio,478,258,35,4,3,1,157,157,98,98,131,131,79,79,23,23,16,16,70,56,50,41
Daphnia_pulex,474,169,48,0,0,0,49,47,20,18,42,40,18,16,7,7,2,2,43,19,36,17
Dasypus_novemcinctus,481,279,44,0,0,0,204,204,115,115,169,169,95,95,32,32,17,17,79,65,54,47
Debaryomyces_hansenii,95,54,6,0,0,0,8,8,0,0,7,7,0,0,1,1,0,0,7,0,6,0
Dendroctonus_ponderosae,214,117,17,0,0,0,48,47,19,18,40,39,17,16,7,7,2,2,42,19,37,17
Dichomitus_squalens,68,38,6,0,0,0,4,4,0,0,4,4,0,0,0,0,0,0,4,0,4,0
Dictyocaulus_viviparus,172,99,25,0,0,0,45,44,8,7,39,38,6,5,6,6,2,2,31,7,26,6
Dictyostelium_discoideum,143,91,4,0,0,0,11,11,0,0,11,11,0,0,0,0,0,0,9,0,8,0
Dictyostelium_purpureum,141,82,3,0,0,0,11,11,0,0,11,11,0,0,0,0,0,0,11,0,10,0
Diphyllobothrium_latum,230,175,15,0,0,0,27,27,1,1,24,24,1,1,3,3,0,0,21,1,19,1
Dipodomys_ordii,295,162,23,0,0,0,110,110,53,53,91,91,45,45,16,16,7,7,73,45,53,37
Dirofilaria_immitis,219,125,25,0,0,0,44,43,3,2,38,37,3,2,6,6,0,0,33,3,28,3
Dothistroma_septosporum,115,73,8,0,0,0,14,14,1,1,13,13,0,0,1,1,1,1,14,1,12,1
Dracunculus_medinensis,149,87,12,0,0,0,27,25,4,2,21,20,3,2,6,5,1,0,23,4,21,4
Drechslerella_stenobrocha,74,41,7,0,0,0,12,12,2,2,11,11,1,1,1,1,1,1,12,2,11,2
Drosophila_ananassae,212,123,23,0,0,0,73,72,44,43,60,59,38,37,13,13,6,6,59,43,50,32
Drosophila_erecta,215,128,23,0,0,0,76,75,45,44,63,62,39,38,13,13,6,6,62,44,50,34
Drosophila_grimshawi,213,126,24,0,0,0,68,66,43,41,55,53,37,35,13,13,6,6,57,41,49,31
Drosophila_melanogaster,237,132,26,53,39,6,77,76,50,49,61,60,43,42,15,15,7,7,62,46,50,35
Drosophila_mojavensis,208,126,22,0,0,0,68,67,44,43,56,55,39,38,12,12,5,5,57,43,48,32
Drosophila_persimilis,239,115,20,0,0,0,65,64,35,34,53,52,27,26,12,12,8,8,55,33,47,25
Drosophila_pseudoobscura,232,122,22,0,0,0,66,65,38,37,54,53,33,32,12,12,5,5,55,38,47,28
Drosophila_sechellia,220,133,27,0,0,0,80,79,44,43,62,61,38,37,18,18,6,6,60,42,49,33
Drosophila_simulans,195,120,25,0,0,0,74,74,38,38,57,57,31,31,17,17,7,7,59,37,50,32
Drosophila_virilis,214,127,25,0,0,0,67,65,41,39,54,52,35,33,12,12,6,6,57,40,48,31
Drosophila_willistoni,229,136,24,0,0,0,75,74,44,43,62,61,38,37,13,13,6,6,60,41,51,32
Drosophila_yakuba,214,127,23,0,0,0,74,73,45,44,61,60,39,38,13,13,6,6,61,44,50,34
Echinococcus_canadensis,204,130,20,0,0,0,30,30,5,5,28,28,5,5,2,2,0,0,26,5,23,4
Echinococcus_multilocularis,218,134,21,0,0,0,32,32,4,4,30,30,4,4,2,2,0,0,27,4,24,3
Echinops_telfairi,330,189,24,0,0,0,131,131,65,65,112,112,54,54,16,16,10,10,68,48,46,37
Echinostoma_caproni,152,88,11,0,0,0,21,21,2,2,20,20,2,2,1,1,0,0,18,2,16,2
Edhazardia_aedis,44,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eimeria_tenella,140,82,7,0,0,0,8,8,0,0,8,8,0,0,0,0,0,0,6,0,6,0
Elaeophora_elaphi,169,95,18,0,0,0,31,30,4,3,27,26,4,3,4,4,0,0,25,4,21,4
Emiliania_huxleyi,507,151,32,0,0,0,16,16,0,0,16,16,0,0,0,0,0,0,10,0,8,0
Encephalitozoon_cuniculi,41,22,5,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0
Encephalitozoon_hellem,38,19,5,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0
Encephalitozoon_intestinalis,41,22,5,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0
Encephalitozoon_romaleae,41,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Endocarpon_pusillum,113,62,6,0,0,0,11,11,3,3,10,10,2,2,1,1,1,1,11,3,10,3
Entamoeba_dispar,123,75,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Entamoeba_histolytica,117,68,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Entamoeba_invadens,156,87,3,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0
Enterobius_vermicularis,184,103,16,0,0,0,39,39,2,2,32,32,2,2,7,7,0,0,30,2,29,2
Enterocytozoon_bieneusi,58,23,17,0,0,0,6,6,0,0,6,6,0,0,0,0,0,0,1,0,1,0
Equus_caballus,345,187,29,0,0,0,123,123,85,85,100,100,68,68,20,20,14,14,76,64,54,45
Eremothecium_cymbalariae,81,47,6,0,0,0,7,7,1,1,7,7,1,1,0,0,0,0,7,1,7,1
Erinaceus_europaeus,265,143,20,0,0,0,100,100,43,43,84,84,39,39,13,13,4,4,63,35,48,29
Erysiphe_necator,127,56,6,0,0,0,10,10,2,2,10,10,2,2,0,0,0,0,10,2,9,2
Eucalyptus_grandis,447,215,22,0,0,0,100,100,8,8,91,91,8,8,9,9,0,0,48,5,35,5
Eutrema_salsugineum,488,230,29,0,0,0,100,100,7,7,90,90,7,7,10,10,0,0,45,4,34,4
Eutypa_lata,101,66,7,0,0,0,12,12,3,3,11,11,2,2,1,1,1,1,11,3,11,3
Exophiala_aquamarina,110,68,7,0,0,0,12,12,3,3,11,11,2,2,1,1,1,1,12,3,11,3
Exophiala_dermatitidis,109,66,7,0,0,0,11,11,3,3,10,10,2,2,1,1,1,1,11,3,11,3
Exophiala_mesophila,108,64,8,0,0,0,12,12,3,3,11,11,2,2,1,1,1,1,12,3,11,3
Exophiala_oligosperma,110,69,7,0,0,0,11,11,3,3,10,10,2,2,1,1,1,1,11,3,10,3
Exophiala_sideris,109,65,7,0,0,0,11,11,3,3,10,10,2,2,1,1,1,1,11,3,9,3
Exophiala_spinifera,114,68,8,0,0,0,11,11,3,3,10,10,2,2,1,1,1,1,11,3,10,3
Exophiala_xenobiotica,113,68,7,0,0,0,12,12,3,3,11,11,2,2,1,1,1,1,12,3,10,3
Fasciola_hepatica,199,116,27,0,0,0,32,32,1,1,29,29,1,1,3,3,0,0,22,1,20,1
Felis_catus,412,209,31,0,0,0,144,144,99,99,119,119,81,81,22,22,16,16,79,70,57,48
Fibroporia_radiculosa,121,71,7,0,0,0,14,14,0,0,13,13,0,0,1,1,0,0,14,0,13,0
Ficedula_albicollis,309,165,25,0,0,0,103,103,66,66,84,84,52,52,16,16,12,12,69,51,49,38
Fomitopsis_pinicola,137,76,7,0,0,0,13,13,0,0,12,12,0,0,1,1,0,0,13,0,12,0
