RNCMPT00137 0.960102326005035 0.9084500195904556
RNCMPT00065 0.9850115403392257 0.9772975493843732
RNCMPT00265 0.9696425740118002 0.9741982725176372
RNCMPT00727 0.9638539466021042 0.9523325928397196
RNCMPT00246 0.9625358091579174 0.9583083527850839
RNCMPT00016 0.9610971182101095 0.9638493776356485
RNCMPT00185 0.9658729801699448 0.8448323978841163
RNCMPT00047 0.89137391949852 0.9322423092081463
RNCMPT00161 0.9584756602766904 0.9567947243445188
RNCMPT00169 0.862609238496567 0.48034406064240637
RNCMPT00020 0.9789606323461421 0.9715246556744711
RNCMPT00002 0.9935579496282718 0.9632929915431638
RNCMPT00034 0.9645556781393984 0.9133735115055469
RNCMPT00822 0.969218126249676 0.9416380421584307
RNCMPT00026 0.95791212937814 0.9503131317972676
RNCMPT00186 0.9790164213066804 0.9756101036059691
RNCMPT00743 0.9578678510926796 0.9485407241808103
RNCMPT00044 0.860301330070295 0.8861127082022857
RNCMPT00215 0.9864853120994287 0.9827461800845326
RNCMPT00062 0.851930486614713 0.7817574141722325
RNCMPT00239 0.9732983034013916 0.965036139218741
RNCMPT01679 0.9594609126883484 0.9548680758189162
RNCMPT01673 0.9444680541787881 0.9235314439897523
RNCMPT00637 0.9517498807570861 0.9351825365453035
RNCMPT00142 0.9421219443095669 0.885015726238477
RNCMPT00015 0.9487589888224752 0.9504984024210433
RNCMPT00011 0.9392316857589451 0.8172559616031136
RNCMPT00007 0.9779607760166575 0.9325649463212804
RNCMPT00129 0.9590612739630907 0.9605257791639339
RNCMPT00118 0.9529857510843661 0.7928404785665293
RNCMPT00692 0.9576096040454991 0.9574929996242227
RNCMPT00718 0.9437705444221658 0.7422253052525495
RNCMPT00505 0.9498219045172922 0.9147119413963309
RNCMPT00500 0.9582612281438393 0.9183420909920819
RNCMPT00423 0.9356965946018545 0.9234623143966852
RNCMPT00347 0.9687180274455736 0.9681598793832082
RNCMPT00469 0.9205639329937481 0.9170104222356312
RNCMPT00324 0.9590592581981183 0.9017529323452239
RNCMPT00467 0.9599662637007083 0.9442886184198432
RNCMPT00478 0.9671790211025071 0.9541590697945567
RNCMPT00460 0.9570604907624457 0.9657860822107882
RNCMPT00360 0.9625251867408418 0.9326839056326487
RNCMPT00791 0.9619804462448607 0.9646428528754446
RNCMPT00465 0.949382487372476 0.9106229420462127
RNCMPT00474 0.9472451216837325 0.9125262160022334
RNCMPT00694 0.9687321566308229 0.9240762767515466
RNCMPT00172 0.9774735828674191 0.9680204743345667
RNCMPT00787 0.9487957849211485 0.9474235169535066
RNCMPT00270 0.9203923866773741 0.9474667488506479
RNCMPT00006 0.9779416039752695 0.9517111607959132
RNCMPT00018 0.9707317878779819 0.9649831183945736
RNCMPT00229 0.9698485714602203 0.9718346550878265
RNCMPT00040 0.9898896310754812 0.9468282686775713
RNCMPT00182 0.9703601324768648 0.960997551513134
RNCMPT00252 0.9649577940419705 0.9584188273740514
RNCMPT00230 0.9704418543843139 0.9620141871092177
RNCMPT00218 0.9606603488648884 0.9444573620659362
RNCMPT00164 0.9727461509491966 0.9727420911691572
RNCMPT00205 0.9625142775636869 0.9476386774548197
RNCMPT00284 0.954003132552659 0.9145056925540052
RNCMPT01660 0.9550450319811548 0.9061007273982834
RNCMPT00475 0.9636502271770219 0.8921537112898361
RNCMPT00329 0.9634253832273053 0.9512830148536133
RNCMPT00382 0.9565942568776766 0.9468117094595789
RNCMPT00739 0.9454925570316289 0.9389752749676576
RNCMPT00287 0.9423020755254223 0.9369955903640488
RNCMPT00433 0.9862969237282347 0.9651043936148623
RNCMPT00341 0.9617859614655283 0.9501802092742108
RNCMPT00422 0.9596690981348887 0.8987083941297292
RNCMPT00323 0.9009851432045952 0.9641006146664739
RNCMPT00331 0.9731084657886081 0.9332429395480717
RNCMPT00344 0.960187028147131 0.9271844362923692
RNCMPT00399 0.9644624446758175 0.9318327584465995
RNCMPT00351 0.9803252561296364 0.9688175212532898
RNCMPT00507 0.9573315528524321 0.9070269286155129
RNCMPT00508 0.9674432743979556 0.9518405522588426
RNCMPT00683 0.9813034687548626 0.9552471295458583
RNCMPT00418 0.9772191069104234 0.9508272155289584
RNCMPT00224 0.864601456733359 0.6154339320729411
RNCMPT00248 0.9598786576922007 0.9151555288854017
RNCMPT00340 0.9847560623269952 0.9461633314441188
